date,time,type,group-sku,sku,description,quantity,order city,order state,order postal,product sales,selling fees,fba fees,landing cost
2019-01-17,8:31:13 AM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Chateauguay,Quebec,J6K 1S1,9.7,-1.46,-3.81,13.37
2019-01-17,10:09:51 AM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Esterhazy,Saskatchewan,S0A0X0,14.5,-1.74,-6.11,0
2019-01-17,10:10:01 AM PST,Order,,3MM-1624W(50),"Pack of 50 3M Tegaderm 2 3/8 x 2 3/4"" 1624W",1,Saskatoon,Saskatchewan,S7H 0S4,15,-2.25,-3.75,4.5
2019-01-17,10:10:10 AM PST,Order,3MM-1527-1,3MM-1527-1-12,"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 12)",1,Kamloops,BC,V2E 1Y1,17.5,-2.63,-6.11,4.73
2019-01-17,10:20:26 AM PST,Order,,3MM-1624W(50),"Pack of 50 3M Tegaderm 2 3/8 x 2 3/4"" 1624W",1,Red Deer,Alberta,T4R 3B8,15,-2.25,-3.75,4.5
2019-01-17,10:21:09 AM PST,Order,,3MM-1624W(50),"Pack of 50 3M Tegaderm 2 3/8 x 2 3/4"" 1624W",1,Nelson,British Columbia,V1L 6J3,15,-2.25,-3.75,4.5
2019-01-17,10:52:10 AM PST,Refund,,LUX-NEO110W,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (white and white),1,Brampton,Ontario,L7A 0K8,-40.32,4.84,0,14.65
2019-01-17,11:41:50 AM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,Hammonds Plains,Nova Scotia,B4B 1T8,49.9,-14.98,-19.09,24.03
2019-01-17,11:41:50 AM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,Hammonds Plains,Nova Scotia,B4B 1T8,49.9,0,-7.35,24.03
2019-01-17,11:46:37 AM PST,Order,,3MM-1527-1-6,"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 6)",1,Saskatoon,Saskatchewan,S7T 0R5,11.65,-1.75,-6.19,0
2019-01-17,12:44:00 PM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Toronto,Ontario,M5A 3X1,14.5,-1.74,-6.11,0
2019-01-17,12:46:16 PM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Richmond Hill,Ontario,L4C 5A6,14.5,-1.74,-6.11,0
2019-01-17,12:54:04 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Nanaimo,British Columbia,V9S4A4,17.86,-2.68,-6.11,1.72
2019-01-17,12:54:26 PM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",2,Victoriaville,Quebec,G6P 6C4,29,-3.48,-12.22,0
2019-01-17,2:00:47 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Westbank,British Columbia,V4T 2C4,17.86,-2.68,-6.11,1.72
2019-01-17,2:07:51 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Whitby,ON,L1R 2R1,28.59,-3.43,-5.75,9.82
2019-01-17,2:10:10 PM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Angus,Ontario,L0M 1B0,14.5,-1.74,-6.11,0
2019-01-17,3:07:45 PM PST,FBA Inventory Fee,,NAN,FBA Removal Order: Return Fee,,,,,0,0,0,
2019-01-17,3:07:45 PM PST,FBA Inventory Fee,,NAN,FBA Removal Order: Return Fee,,,,,0,0,0,
2019-01-17,3:07:45 PM PST,FBA Inventory Fee,,NAN,FBA Removal Order: Return Fee,,,,,0,0,0,
2019-01-17,3:33:39 PM PST,Order,,LUX-NEO180W,Luxe Bidet Neo 180 - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1,ST-LEONARD,QC,H1S 1V0,55.95,-8.39,-7.35,24.03
2019-01-17,3:45:38 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Longueuil,Quebec,J4J 4L3,9.7,-1.46,-3.81,13.37
2019-01-17,4:07:37 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Kemptville,Ontario,K0G 1J0,9.7,-1.46,-3.81,13.37
2019-01-17,4:08:34 PM PST,Order,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Plantagenet,Ontario,K0B 1L0,14.79,-2.22,-14.24,1.66
2019-01-17,4:25:09 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Kelowna,British Columbia,V1V 2V4,9.7,-1.46,-3.54,13.37
2019-01-17,5:19:07 PM PST,Order,,PRK 12-08(1),"Spectra_ 360 electrode gel, 250gm (8.5oz) tube - each",1,Edmonton,Alberta,T5X 2G3,11.75,-1.76,-5.75,0
2019-01-17,5:23:19 PM PST,Refund,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Winnipeg,Manitoba,R3T 6B1,-69.9,8.39,0,29.15
2019-01-17,5:31:10 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Sexsmith,Alberta,T0H 3C0,17.86,-2.68,-6.11,1.72
2019-01-17,5:37:22 PM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,thurso,QC,J0X3B0,14.5,-1.74,-6.11,0
2019-01-17,5:38:40 PM PST,Refund,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Concord,Ontario,L4K 4B4,-9.7,3.5,0,13.37
2019-01-17,5:38:40 PM PST,Refund,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Concord,Ontario,L4K 4B4,-9.7,0,0,13.37
2019-01-17,5:38:40 PM PST,Refund,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Concord,Ontario,L4K 4B4,-9.7,0,0,13.37
2019-01-17,5:40:37 PM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Yellowknife,Northwest Territories,X1A 2R5,14.5,-1.74,-6.11,0
2019-01-17,6:25:57 PM PST,Order,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Mascouche,QC,J7K 0H3,14.79,-2.22,-6.58,1.66
2019-01-17,6:29:10 PM PST,Order,,LUX-NEO320W,Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1,Verdun,Quebec,H4G 1S7,69.85,-10.48,-7.35,27.4
2019-01-17,6:31:52 PM PST,Order,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Gatineau,Quebec,J8T 1L5,14.79,-2.22,-6.58,1.66
2019-01-17,6:33:27 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Calgary,Alberta,T3M1Z6,17.86,-2.68,-12.29,1.72
2019-01-17,6:34:37 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Airdrie,Alberta,T4B 2J6,28.91,-3.47,-5.75,9.82
2019-01-17,6:34:41 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Airdrie,Alberta,T4A3C7,17.87,-2.68,-10.01,1.72
2019-01-17,7:10:45 PM PST,Order,,LUX-NEO180W,Luxe Bidet Neo 180 - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1,Toronto,Ontario,M5V 4A2,55.95,-8.39,-7.35,24.03
2019-01-17,7:34:08 PM PST,Order,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Kitchener,Ontario,N2P0H6,14.79,-2.22,-6.58,1.66
2019-01-17,9:49:51 PM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,Québec,Québec,G2C1N9,49.9,-7.49,-7.35,24.03
2019-01-17,10:11:55 PM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,Richmond Hill,Ontario,L4E 0N1,49.9,-7.49,-7.35,24.03
2019-01-17,10:28:35 PM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,Laval,Quebec,H7L 5K8,49.9,-7.49,-7.35,24.03
2019-01-17,10:55:14 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Pemberton,BC,V0N 2L0,17.86,-2.68,-13.08,1.72
2019-01-17,10:55:50 PM PST,Order,,3MM-1624W(10),"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length x 2.375"" Width, Transparent Pack of 10",1,Vancouver,British Columbia,V6Z 3E1,6,-1,-3.54,0.9
2019-01-17,10:59:38 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Port Moody,British Columbia,V3H 3K5,9.7,-1.46,-3.54,13.37
2019-01-17,11:00:12 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Burnaby,BC,V5A0C6,27.69,-16.5,-5.75,9.82
2019-01-17,11:00:12 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Burnaby,BC,V5A0C6,27.69,0,-5.75,9.82
2019-01-17,11:00:12 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Burnaby,BC,V5A0C6,27.69,0,-5.75,9.82
2019-01-17,11:00:12 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Burnaby,BC,V5A0C6,27.69,0,-5.75,9.82
2019-01-17,11:00:12 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Burnaby,BC,V5A0C6,27.69,0,-5.75,9.82
2019-01-17,11:00:29 PM PST,Order,,PRK 12-08(1),"Spectra_ 360 electrode gel, 250gm (8.5oz) tube - each",1,Burnaby,British Columbia,V5G 1Z9,11.75,-1.76,-5.75,0
2019-01-17,11:00:33 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Coquitlam,British Columbia,V3H 3E9,28.82,-6.8,-5.75,9.82
2019-01-17,11:00:33 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Coquitlam,British Columbia,V3H 3E9,28.82,0,-5.75,9.82
2019-01-17,11:01:37 PM PST,Order,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Vancouver,British Columbia,V5S1A4,14.79,-2.22,-6.11,1.66
2019-01-17,11:03:07 PM PST,Order,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Surrey,BC,V3V 2E9,23.72,-2.85,-5.75,9
2019-01-17,11:11:56 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Orangeville,Ontario,L9W2M3,28.28,-3.39,-6.19,9.82
2019-01-17,11:59:11 PM PST,Order,,CON-187660,DUODERM CGF 187660 BX/5 4X4 EACH,1,Grimsby,Ontario,L3M 5J5,20.99,-3.15,-6.19,7.2
2019-01-18,1:34:23 AM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Saint-Jean-Sur-Richelieu,QC,J2W 3B2,17.86,-2.68,-6.58,1.72
2019-01-18,2:12:53 AM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,Gatineau,Quebec,J9H 1S2,49.9,-7.49,-7.35,24.03
2019-01-18,8:19:54 AM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,moose jaw,SK,S6H6S8,17.86,-2.68,-6.11,1.72
2019-01-18,8:19:57 AM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Spruce Grove,AB,T7Y1A1,28,-3.36,-5.75,9.82
2019-01-18,8:19:57 AM PST,Order,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Spruce Grove,AB,T7Y1A1,23.7,-2.84,-5.75,9
2019-01-18,8:38:42 AM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,Quinte West,Ontario,K0K 1H0,49.9,-7.49,-7.35,24.03
2019-01-18,8:38:48 AM PST,Order,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Dunnville,ON,N1A1B3,14.79,-2.22,-6.58,1.66
2019-01-18,9:59:33 AM PST,Order,,3MM-1527-1-6,"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 6)",1,Brampton,Ontario,L6S 0E2,11.65,-1.75,-5.75,0
2019-01-18,10:00:14 AM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,Cambridge,Ontario,N1T 2G1,49.9,-7.49,-6.83,24.03
2019-01-18,10:00:46 AM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Simcoe,Ontario,N3Y5N1,14.5,-1.74,-6.11,0
2019-01-18,10:04:36 AM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,Cambridge,Ontario,N1T 2G1,49.9,-7.49,-6.83,24.03
2019-01-18,10:18:06 AM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,kamloops,British Columbia,V2E 2K7,13.35,-2,-6.11,1.72
2019-01-18,10:29:30 AM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Red Deer,Alberta,T4P 0C3,17.86,-2.68,-6.11,1.72
2019-01-18,11:41:46 AM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Mississauga,Ontario,L5N 2H7,17.86,-2.68,-6.58,1.72
2019-01-18,12:16:57 PM PST,Order,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Peterborough,Ontario,K9K 0A6,14.79,-2.22,-6.58,1.66
2019-01-18,1:19:00 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Belleville,Ontario,K8N 1C3,9.7,-1.46,-3.54,13.37
2019-01-18,1:19:23 PM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Barrie,Ontario,L4N 4Z5,14.5,-1.74,-6.11,0
2019-01-18,1:20:19 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Toronto,Ontario,M3L 1S2,9.7,-1.46,-3.54,13.37
2019-01-18,1:35:17 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Toronto,Ontario,M5M 1T1,9.7,-1.46,-3.54,13.37
2019-01-18,2:24:04 PM PST,Order,,PRK 12-08(1),"Spectra_ 360 electrode gel, 250gm (8.5oz) tube - each",1,Waterloo,Ontario,N2V 2K4,11.75,-1.76,-6.19,0
2019-01-18,2:24:25 PM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,Timmins,Ontario,P4N 6A7,49.9,-7.49,-7.35,24.03
2019-01-18,3:12:36 PM PST,Order,,3MM-1527-1-6,"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 6)",2,Cheticamp,Nova Scotia,B0E1H0,23.2,-3.48,-18.91,0
2019-01-18,3:35:10 PM PST,Order,,3MM-1527-1-6,"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 6)",1,Maple Ridge,British Columbia,V2X 7L9,11.65,-1.75,-6.19,0
2019-01-18,3:59:52 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Terrebonne,Quebec,J6W 5X8,17.86,-2.68,-6.11,1.72
2019-01-18,4:01:33 PM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Dollard-Des-Ormeaux,Quebec,H9B 2B6,14.5,-1.74,-6.11,0
2019-01-18,4:01:58 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Saint-Joseph-Du-Lac,Quebec,J0N 1M0,17.86,-2.68,-9.76,1.72
2019-01-18,4:04:47 PM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,Levis,Quebec,G6V 7M5,49.9,-7.49,-13.99,24.03
2019-01-18,4:11:16 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Terrebonne,Quebec,J6W 2B7,28.93,-3.47,-5.75,9.82
2019-01-18,4:24:00 PM PST,Order,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Whitby,Ontario,L1M 2G3,14.79,-2.22,-6.58,1.66
2019-01-18,5:31:25 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Markham,Ontario,L6E 1B7,26.99,-3.24,-5.75,9.82
2019-01-18,5:34:52 PM PST,Order,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Edmonton,AB,T6W 0Z2,14.79,-2.22,-6.11,1.66
2019-01-18,5:36:03 PM PST,Order,,PRK-12-02(1),"Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube",1,Edmonton,Alberta,T5Y 2A5,8.25,-1,-5.75,0
2019-01-18,5:40:13 PM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,WINNIPEG,MB,R3L 0C0,49.9,-7.49,-6.83,24.03
2019-01-18,6:17:56 PM PST,Order,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,chateauguay,quebec,J6J 3J5,14.79,-2.22,-16.72,1.66
2019-01-18,6:20:47 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Vaudreuil,Quebec,J7V 0M7,17.86,-2.68,-6.58,1.72
2019-01-18,6:25:04 PM PST,Order,,LUX-NEO180W,Luxe Bidet Neo 180 - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1,Mississauga,Ontario,L5N 8H3,55.95,-8.39,-7.35,24.03
2019-01-18,8:25:16 PM PST,Order,,3MM-1527-1-6,"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 6)",1,Calgary,Alberta,T3G 4K4,11.65,-1.75,-5.75,0
2019-01-18,8:26:51 PM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,Winnipeg,Manitoba,R3C 0V8,49.9,-7.49,-7.35,24.03
2019-01-18,9:45:34 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Toronto,Ontario,M1G 1Y5,26.99,-6.36,-6.19,9.82
2019-01-18,9:45:34 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Toronto,Ontario,M1G 1Y5,26.99,0,-6.19,9.82
2019-01-18,9:45:38 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Toronto,Ontario,M1G 1Y5,26.99,-3.24,-6.19,9.82
2019-01-18,9:45:42 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,toronto,Ontario,M4C 1G2,17.85,-2.68,-6.58,1.72
2019-01-18,9:51:16 PM PST,Order,,PRK-12-02(1),"Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube",2,Quebec,Quebec,G1H 1Y8,16.5,-2,-12.38,0
2019-01-18,10:07:47 PM PST,Refund,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Slave Lake,Alberta,T0G 2A3,-67.9,8.15,0,29.15
2019-01-18,10:34:02 PM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1,Verdun,Quebec,H4G 2W7,49.9,-7.49,-7.35,24.03
2019-01-18,10:39:45 PM PST,Order,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Waterloo,Ontario,N2L 4P8,14.79,-2.22,-6.58,1.66
2019-01-18,10:50:54 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Vancouver,BC,V5W 1T1,17.86,-2.68,-6.11,1.72
2019-01-18,10:51:47 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Burnaby,British Columbia,V5B 3A3,26.99,-3.24,-5.75,9.82
2019-01-18,11:01:20 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Vancouver,British Columbia,V5R 2V9,9.7,-1.46,-3.54,13.37
2019-01-18,11:02:54 PM PST,Order,,LUX-NEO180W,Luxe Bidet Neo 180 - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1,Vancouver,British Columbia,V5V 1Z6,55.95,-8.39,-6.83,24.03
2019-01-19,12:25:03 AM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Edmonton,AB,T5E 5C5,17.86,-2.68,-10.3,1.72
2019-01-19,3:19:45 AM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Calgary,Alberta,T3G 4A2,17.88,-2.68,-6.11,1.72
2019-01-19,3:21:14 AM PST,Order,,PRK 12-08(1),"Spectra_ 360 electrode gel, 250gm (8.5oz) tube - each",1,Calgary,Alberta,T2W 2G7,11.65,-1.75,-5.75,0
