date,time,type,order id,group-sku,sku,description,quantity,order city,order state,order postal,product sales,selling fees,fba fees,landing cost
2019-01-08,2:48:43 PM PST,Order,701-5816591-3481837,3MM-1624W(20),3MM-1624W(20),"3m Tegaderm Transparent Film Dressing 2.375"" x 2.75""/Picture Frame Style/Package of 20",1,Edmonton,Alberta,T5W 3C8,7.44,-1.12,-3.54,1.8
2019-01-08,2:49:52 PM PST,Order,702-1246339-3781810,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Edmonton,Alberta,T6J 1J9,9.7,-1.46,-3.54,13.37
2019-01-08,2:50:52 PM PST,Order,702-3568149-8689838,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,1,St. Albert,Alberta,T8N 2R6,49.95,-7.49,-11.73,24.03
2019-01-08,3:26:21 PM PST,Order,701-0288799-6175454,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Montreal-Est,Quebec,H1L 3T6,14.5,-1.74,-6.58,0
2019-01-08,3:27:50 PM PST,Order,701-8421168-8558639,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Verdun,Quebec,H4G 2L6,9.7,-1.46,-3.81,13.37
2019-01-08,3:32:01 PM PST,Order,702-5057490-4285025,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Mono,Ontario,L9W 5Z3,31,-3.72,-6.19,9.82
2019-01-08,3:33:45 PM PST,Order,702-5244728-2883422,MOL-295200,MOL-295200,"Mepilex Border Self-Adherent Absorbent Foam Dressing - Size 3 x 3"" - Box of 5",1,Calgary,Alberta,T3G 4M3,30,-4.5,-10.7,7.14
2019-01-08,3:35:24 PM PST,Order,701-4082846-2377869,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Kamloops,BC,V2B 8T3,14.5,-1.74,-6.58,0
2019-01-08,3:35:43 PM PST,Order,701-3345131-6937062,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Edmonton,Alberta,T6L 7C1,33.95,-5.09,-6.96,14.65
2019-01-08,3:49:29 PM PST,Order,702-9512058-0506667,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Scarborough,Ontario,M1C 3H6,67.9,-10.19,-6.96,29.15
2019-01-08,3:49:44 PM PST,Order,702-6416868-3109029,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,1,Toronto,ON,M2N 0H3,49.95,-7.49,-7.35,24.03
2019-01-08,3:50:22 PM PST,Order,701-3551695-6093819,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Toronto,Ontario,M2N 1G6,67.9,-10.19,-6.96,29.15
2019-01-08,3:50:27 PM PST,Order,701-0513066-5015426,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Toronto,Ontario,M5T 3C1,69.85,-10.48,-7.35,27.4
2019-01-08,4:29:55 PM PST,Order,702-3250400-5525835,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",2,Vankleek Hill,Ontario,K0B 1R0,19.4,-2.92,-7.08,26.74
2019-01-08,4:30:48 PM PST,Order,701-6133006-3429008,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Rosetown,SK,S0L 2V0,17.9,-2.69,-6.11,1.72
2019-01-08,4:31:07 PM PST,Order,701-9422241-2761006,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Grande Prairie,Alberta,T8V 0Z9,47.01,-7.05,-6.83,18.31
2019-01-08,5:31:24 PM PST,Order,701-5039182-2217027,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Fort Mc Murray,Alberta,T9H 2B7,14.5,-1.74,-6.11,0
2019-01-08,5:32:50 PM PST,Order,701-3568637-9639444,,PRK-12-08,Spectra 360 1208 Electrode Gel - Parker Laboratories - 8.5 oz Tube - (Pack of 3),1,Massey Drive,Newfoundland,A2H7H1,17.96,-2.69,-6.11,2.02
2019-01-08,6:19:22 PM PST,Order,701-8586367-1504262,,PRK-12-02(1),"Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube",1,London,Ontario,N6M 1H6,8.25,-1,-6.11,0
2019-01-08,6:21:47 PM PST,Order,701-0506098-2815444,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Ottawa,Ontario,K1R 7X5,47.01,-7.05,-7.35,18.31
2019-01-08,6:21:47 PM PST,Order,701-1139338-6369062,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Gatineau,Quebec,J8R 2V8,14.5,-1.74,-6.58,0
2019-01-08,6:22:16 PM PST,Order,702-8478602-1292234,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,OTTAWA,Ontario,K1Z 1C5,67.9,-10.19,-6.96,29.15
2019-01-08,6:24:38 PM PST,Order,701-3170567-5411421,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Ottawa,ON,K1V0Y8,67.9,-10.19,-6.96,29.15
2019-01-08,6:26:42 PM PST,Order,701-2658282-1313853,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Gatineau,Québec,J9J3H2,13.7,-2.06,-6.58,1.66
2019-01-08,6:31:08 PM PST,Order,702-1668800-1481824,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,DIEPPE,New Brunswick,E1A 7N1,14.5,-1.74,-11.28,0
2019-01-08,6:32:28 PM PST,Order,702-0618505-9968248,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Hughes Brook,Newfoundland,A2H 4A1,14.5,-1.74,-6.58,0
2019-01-08,6:38:15 PM PST,Order,702-4977754-2857823,,PRK 12-08(1),"Spectra_ 360 electrode gel, 250gm (8.5oz) tube - each",1,Ottawa,Ontario,K2J 4Z6,11.85,-1.78,-6.19,0
2019-01-08,7:43:45 PM PST,Order,701-0593675-7753007,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,North York,Ontario,M2M 4J4,67.9,-10.19,-6.96,29.15
2019-01-08,7:45:23 PM PST,Order,701-0321764-4117017,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Toronto,Ontario,M2J 1K2,17.9,-2.69,-6.58,1.72
2019-01-08,8:26:31 PM PST,Order,701-8739337-8977018,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Regina,Saskatchewan,S4R 3N3,14.5,-1.74,-6.58,0
2019-01-08,8:26:44 PM PST,Order,702-8556721-1933058,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Kenora,Ontario,P9N 4H7,14.8,-2.22,-11.09,1.66
2019-01-08,8:47:55 PM PST,Order,702-7561318-9629865,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Airdrie,Alberta,T4B 0J7,9.7,-1.46,-3.54,13.37
2019-01-08,9:40:39 PM PST,Order,701-0114328-9732265,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Alliston,Ontario,L9R 0E1,14.5,-1.74,-6.58,0
2019-01-08,10:33:56 PM PST,Order,702-3357260-6706629,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Stoney Creek,Ontario,L8E 4T6,17.9,-2.69,-13.24,1.72
2019-01-08,10:53:33 PM PST,Order,701-2774609-2509009,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),2,Delta,British Columbia,V4G 1C9,35.8,-5.38,-12.22,3.44
2019-01-08,11:03:46 PM PST,Order,701-1812747-6339436,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Richmond,BC,V7A 5H7,17.9,-2.69,-6.11,1.72
2019-01-08,11:04:43 PM PST,Order,702-0594189-5780262,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Coquitlam,British Columbia,V3J 5S6,14.5,-1.74,-6.11,0
2019-01-08,11:05:48 PM PST,Order,701-8319083-7357845,,CON-187660,DUODERM CGF 187660 BX/5 4X4 EACH,1,Coquitlam,British Columbia,V3B 6Y6,20.99,-3.15,-5.75,7.2
2019-01-08,11:07:16 PM PST,Order,701-7389477-9569005,,PRK-12-02(1),"Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube",1,Toronto,ON,M5A 4T7,8.25,-1,-6.58,0
2019-01-09,1:16:01 AM PST,Order,702-9625058-6802641,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Milton,Ontario,L9T 8Z8,17.9,-2.69,-14.48,1.72
2019-01-09,1:17:18 AM PST,Order,701-9954940-9339404,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Oakville,Ontario,L6M 5J6,14.5,-1.74,-6.58,0
2019-01-09,1:29:16 AM PST,Order,701-5856502-3340209,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,MISSISSAUGA,ON,L4T 2T0,14.5,-1.74,-6.58,0
2019-01-09,1:29:24 AM PST,Order,702-5450889-8289025,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Palgrave,Ontario,L7E 0L2,14.8,-2.22,-6.58,1.66
2019-01-09,1:29:45 AM PST,Order,701-0328409-0673006,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Markham,Ontario,L6G 0B3,14.5,-1.74,-6.58,0
2019-01-09,1:34:41 AM PST,Order,702-5827107-5401040,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Blenheim,Ontario,N0P 1A0,17.9,-2.69,-6.58,1.72
2019-01-09,5:04:42 AM PST,Refund,701-3639539-7167440,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Woodbridge,Ontario,L4H 3H8,-70,8.4,0,29.15
2019-01-09,5:54:36 AM PST,Refund,702-4779746-2880266,,LUX-NEO320W,Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1,Gatineau,Quebec,J8R 1M4,-69.85,8.38,0,27.4
2019-01-09,7:46:44 AM PST,Order,702-4851408-4035425,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,CHATEAUGUAY,QUEBEC,J6J 3S7,14.5,-1.74,-6.58,0
2019-01-09,7:48:07 AM PST,Order,701-5504629-8121816,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Montréal,Québec,H1L3W5,14.8,-2.22,-6.58,1.66
2019-01-09,7:58:15 AM PST,Order,702-0320107-4393071,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Mercier,Quebec,J6R 0H2,14.8,-2.22,-6.58,1.66
2019-01-09,9:22:44 AM PST,Order,702-6603156-1929807,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Thornhill,Ontario,L3T 7M8,14.5,-1.74,-6.58,0
2019-01-09,9:22:44 AM PST,Order,702-6603156-1929807,,3MM-1527-1-6,"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 6)",1,Thornhill,Ontario,L3T 7M8,11.65,-1.75,-6.19,0
2019-01-09,10:37:11 AM PST,Order,702-3053705-2657804,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Almonte,Ontario,K0A 1A0,67.9,-10.19,-6.96,29.15
2019-01-09,11:00:47 AM PST,Order,701-4603755-6215415,,PRK-12-02(1),"Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube",1,Medicine Hat,Alberta,T1C 1Y8,8.25,-1,-6.11,0
2019-01-09,11:02:52 AM PST,Order,701-6597162-4721835,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Martensville,SK,S0K 2T0,14.8,-2.22,-6.11,1.66
2019-01-09,11:28:03 AM PST,Refund,702-4977754-2857823,,PRK 12-08(1),"Spectra_ 360 electrode gel, 250gm (8.5oz) tube - each",1,Ottawa,Ontario,K2J 4Z6,-11.85,1.42,0,0
2019-01-09,11:34:04 AM PST,Order,702-6598420-4545868,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Mississauga,Ontario,L5L 3E2,14.5,-1.74,-6.58,0
2019-01-09,11:35:57 AM PST,Order,702-2765986-6123453,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Hubbards,Nova Scotia,B0J1T0,14.5,-1.74,-6.58,0
2019-01-09,11:36:34 AM PST,Order,701-5067690-0397855,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Chatham,Ontario,N7M 1T2,9.7,-1.46,-3.81,13.37
2019-01-09,1:06:22 PM PST,Order,702-1748826-1705853,,PRK 12-08(1),"Spectra_ 360 electrode gel, 250gm (8.5oz) tube - each",1,Saint-Adolphe-D'Howard,Quebec,J0T 2B0,11.8,-1.77,-6.19,0
2019-01-09,1:08:27 PM PST,Order,701-9852686-2010632,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Saint-Antonin,Quebec,G0L 2J0,17.9,-2.69,-6.58,1.72
2019-01-09,1:10:27 PM PST,Order,701-5883313-2719439,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Fergus,Ontario,N1M 2J7,47.01,-7.05,-6.83,18.31
2019-01-09,1:45:11 PM PST,Order,702-5251232-5986657,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Sherbrooke,Quebec,J1H 1P1,17.9,-2.69,-6.58,1.72
2019-01-09,2:00:10 PM PST,Order,701-7999724-8743434,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,1,Halifax,Nova Scotia,B3M 4Y5,49.95,-7.49,-6.83,24.03
2019-01-09,2:23:47 PM PST,Order,702-5173639-9656250,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Sudbury,Ontario,P3A 4S4,14.5,-1.74,-6.58,0
2019-01-09,2:33:17 PM PST,Order,701-6749684-6383423,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Sarnia,Ontario,N7T 4M4,14.8,-2.22,-14,1.66
2019-01-09,2:39:47 PM PST,Order,701-7632261-8051402,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Pembroke,Ontario,K8A 3V6,14.8,-2.22,-6.58,1.66
2019-01-09,3:18:30 PM PST,Order,701-8593677-6966601,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Thunder Bay,Ontario,P7E 5W6,17.9,-2.69,-6.58,1.72
2019-01-09,4:33:26 PM PST,Order,702-0460228-4283435,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Parksville,British Columbia,V9P 1A8,14.5,-1.74,-6.11,0
2019-01-09,5:40:44 PM PST,Order,701-6953451-9401825,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Quebec,Quebec,G3E 1A9,14.8,-2.22,-6.11,1.66
2019-01-09,5:46:56 PM PST,Order,701-5845343-3746601,,3MM-1527-1-12 (2),3M 1527-1 Transpore Tape (Pack of 12),1,Gaspe,Quebec,G4X 2P1,17.25,-2.07,-6.11,
2019-01-09,6:38:30 PM PST,Order,701-7184736-2153057,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Stittsville,Ontario,K2S0W7,14.8,-2.22,-6.58,1.66
2019-01-09,6:43:20 PM PST,Order,701-1183536-9201030,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Ottawa,Ontario,K2B 8G2,67.9,-10.19,-6.96,29.15
2019-01-09,6:49:48 PM PST,Order,702-2955744-9544243,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Saint-Laurent,Quebec,H4R 1L5,17.9,-2.69,-6.58,1.72
2019-01-09,6:54:45 PM PST,Order,702-9116800-3750632,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Carleton Place,Ontario,K7C 0E1,67.9,-10.19,-6.96,29.15
2019-01-09,7:01:58 PM PST,Order,701-7427444-5177008,MOL-295300,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",2,Dundas,Ontario,L9H 2M5,64,-9.6,-7.62,20.64
2019-01-09,7:02:31 PM PST,Order,702-2497486-2043462,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Paris,Ontario,N3L 1J9,14.8,-2.22,-6.58,1.66
2019-01-09,7:07:41 PM PST,Order,701-5100354-7997823,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Dundas,ON,L9H 1L9,14.5,-1.74,-6.58,0
2019-01-09,7:08:58 PM PST,Order,702-0835674-3749839,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Calgary,Alberta,T3G 5C3,9.7,-1.46,-3.54,13.37
2019-01-09,7:09:12 PM PST,Order,702-0439747-4472263,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",5,Calgary,Alberta,T3B 2B9,48.5,-7.3,-17.69,66.85
2019-01-09,7:10:02 PM PST,Order,701-5197279-5481000,MOL-295300,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,Calgary,Alberta,T3B 5Y7,32,-4.8,-3.54,10.32
2019-01-09,8:32:31 PM PST,Order,702-2703034-1488206,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Calgary,Alberta,T2Y 4Y1,14.8,-2.22,-6.11,1.66
2019-01-09,8:40:41 PM PST,Order,702-0168416-2832278,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Calgary,Alberta,T2Z 4V9,14.8,-2.22,-6.11,1.66
2019-01-09,10:29:53 PM PST,Order,701-7530528-5454654,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Kitchener,ON,N2E 0B2,14.8,-2.22,-6.58,1.66
2019-01-09,11:04:29 PM PST,Order,701-0266521-0305869,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Duncan,British Columbia,V9L 5P4,17.9,-2.69,-6.11,1.72
2019-01-10,12:21:45 AM PST,Order,701-8428938-3960214,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,VANCOUVER,British Columbia,V6S0G3,14.8,-2.22,-6.11,1.66
2019-01-10,12:23:46 AM PST,Order,701-3126747-4817069,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Vancouver,British Columbia,V6T 1W6,9.7,-1.46,-3.54,13.37
2019-01-10,12:35:27 AM PST,Order,702-6267002-1871435,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Vancouver,British Columbia,V6H 1B2,14.5,-1.74,-6.11,0
2019-01-10,12:37:53 AM PST,Order,702-6645607-1797809,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,NORTH YORK,Ontario,M9M0G5,67.9,-10.19,-6.96,29.15
2019-01-10,1:14:28 AM PST,Order,701-4481603-5691426,,PRK-12-02(1),"Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube",2,Mississauga,Ontario,L5J 1K5,16.5,-2,-21.05,0
2019-01-10,1:46:16 AM PST,Order,702-5714510-9605842,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Milton,Ontario,L9T 8Y4,14.8,-2.22,-6.58,1.66
2019-01-10,3:25:29 AM PST,Order,702-4631727-4411455,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Calgary,Alberta,T2E 6L5,9.7,-1.46,-3.54,13.37
2019-01-10,3:35:17 AM PST,Order,702-0055368-6443440,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Calgary,Alberta,T3N 0S5,17.9,-2.69,-6.11,1.72
2019-01-10,4:32:02 AM PST,Adjustment,702-4649453-1557841,3MM-1626W,3MM-1626W,FBA Inventory Reimbursement - Customer Return,1,,,,0,0,0,9.82
2019-01-10,6:28:56 AM PST,Order,701-2252030-8976246,,LUX-NEO110W,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (white and white),1,richmond,British Columbia,V7A 2Y6,40.32,-6.05,-6.83,14.65
2019-01-10,7:17:41 AM PST,Order,701-7919038-5473011,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Toronto,Ontario,M6C 2L3,17.9,-2.69,-6.58,1.72
2019-01-10,7:21:01 AM PST,Order,702-3647779-7306634,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Espanola,Ontario,P5E 1J4,14.8,-2.22,-6.58,1.66
2019-01-10,9:28:48 AM PST,Order,701-2939825-7402614,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Aurora,Ontario,L4G 5S2,14.8,-2.22,-6.58,1.66
2019-01-10,9:29:00 AM PST,Order,702-2197030-5784224,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Maple,Ontario,L6A 1N5,9.7,-1.46,-3.81,13.37
2019-01-10,9:31:55 AM PST,Order,701-6267185-9541867,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Scotchtown,Nova Scotia,B1H4L6,14.5,-1.74,-6.58,0
2019-01-10,11:42:46 AM PST,Order,702-1360132-1089822,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Aurora,Ontario,L4G 0H7,14.8,-2.22,-23.21,1.66
2019-01-10,1:00:49 PM PST,Order,701-5935907-3009805,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Nanaimo,British Columbia,V9S 2K1,14.5,-1.74,-6.11,0
2019-01-10,1:06:21 PM PST,Refund,701-7136913-9697814,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Toronto,Ontario,M6B 4H4,-13,1.56,0,13.37
2019-01-10,1:19:56 PM PST,Order,702-5889692-9550610,3MM-1527-1,3MM-1527-1-12,"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 12)",1,Lemoyne,Quebec,J4R 1V6,17.5,-10.52,-6.11,4.73
2019-01-10,1:19:56 PM PST,Order,702-5889692-9550610,3MM-1527-1,3MM-1527-1-12,"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 12)",1,Lemoyne,Quebec,J4R 1V6,17.5,0,-6.11,4.73
2019-01-10,1:19:56 PM PST,Order,702-5889692-9550610,3MM-1527-1,3MM-1527-1-12,"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 12)",1,Lemoyne,Quebec,J4R 1V6,17.5,0,-6.11,4.73
2019-01-10,1:19:56 PM PST,Order,702-5889692-9550610,3MM-1527-1,3MM-1527-1-12,"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 12)",1,Lemoyne,Quebec,J4R 1V6,17.5,0,-6.11,4.73
2019-01-10,1:47:56 PM PST,FBA Inventory Fee,190109EW7,,NAN,FBA Removal Order: Return Fee,,,,,0,0,0,
2019-01-10,1:49:53 PM PST,Order,701-4595983-1893867,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,St-Hippolyte,Quebec,J8A 0C7,14.8,-2.22,-6.11,1.66
2019-01-10,1:54:20 PM PST,Order,701-1670652-4308207,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Plainfield,Ontario,K0K 2V0,14.5,-1.74,-6.58,0
