,Unnamed: 0,vendor,date,order id,country,order city,order state,product brand,item,quantity,revenue,total cost,profit,return on sales,item description
4658,50248,net32,2019-04-11,17133,USA,Apex,NC,3M ESPE,3MD-712-036,2,286.0,85.14,200.86,0.702307692,3M Espe Transbond XT Adhesive Syringe 4/Pk
4659,50249,net32,2019-04-11,17118,USA,Orland Park,IL,3M ESPE,3MD-6020A2(E),2,46.9,28.34,18.56,0.39573560799999996,3M ESPE FILTEK Z250 SYRINGE A2                              
4660,50250,net32,2019-04-11,17122,USA,San Jose,CA,KULZER,KUL-66048141,2,117.98,84.46,33.52,0.284115952,KULZER VENUS PEARL PLT REFILL A2 20/BX
4661,50251,net32,2019-04-11,17147,USA,Durham,NC,KURARAY,KUR-1970-KA(E),2,183.8,136.92,46.88,0.25505984800000003,KURARAY CLEARFIL SE BOND KIT                                
4662,50252,net32,2019-04-12,17208,USA,Brooklyn,NY,DENTSPLY,DEN-610007,1,42.0,22.48,19.52,0.464761905,DENTSPLY IRM IVORY COMPLETE-KIT                             
4663,50253,net32,2019-04-12,17166,USA,Centerville,UT,SULTAN,SUL-21115,1,102.5,51.82,50.68,0.494439024,SULTAN DENTAL PUREVAC 5 LITRE BOTTLE                        
4664,50254,net32,2019-04-12,17167,USA,Culver City,CA,3M ESPE,3MD-7312,2,99.98,70.94,29.04,0.290458092,3M ESPE EXPRESS PUTTY                                       
4665,50255,net32,2019-04-12,17191,USA,Morganville,NJ,KROMOPAN,KRO-KRM302,10,65.0,38.7,26.3,0.404615385,KROMOPAN ALGINATE 100 1LN BAG                               
4666,50256,net32,2019-04-12,17160,USA,La Verne,CA,SHOFU,SHO-0248,2,35.8,17.98,17.82,0.49776536299999996,SHOFU DURA-WHITE STONES FG RD2                              
4667,50257,net32,2019-04-12,17197,USA,Harrisburg,PA,3M ESPE,3MD-56877,5,409.75,206.45,203.3,0.49615619299999997,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
4668,50258,net32,2019-04-12,17201,USA,Framingham,MA,PREMIER(MISC),PRE-3001450,1,45.05,28.46,16.59,0.368257492,PREMIER IMPLANT CEMENT                                      
4669,50259,net32,2019-04-12,17196,USA,Bronx,NY,HU FRIEDY,HUF-SH6/79E2,1,35.0,17.05,17.95,0.512857143,HU FRIEDY EVEREDGE SCALER DE H6/H7 #9 HANDLEÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
4670,50260,net32,2019-04-12,17163,USA,Glennallen,AK,DENTSPLY,DEN-66002861,1,59.99,41.1,18.89,0.314885814,DENTSPLY DISPERSALLOY 1 SPILL FAST SET                      
4671,50261,net32,2019-04-12,17198,USA,Toms River,NJ,3M ESPE,3MD-6020A3(E),1,30.0,14.17,15.83,0.527666667,3M Espe Filtek Z250 Syringe A3                              
4672,50262,net32,2019-04-12,17170,USA,Savannah,GA,KULZER,KUL-66040094,2,171.98,97.0,74.98,0.435980928,KULZER IBOND TOTAL ETCH REFILL 4ml
4673,50263,net32,2019-04-12,17156,USA,Palm Harbor,FL,3M ESPE,3MD-56877,1,88.99,41.29,47.7,0.536015283,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
4674,50264,net32,2019-04-12,17161,USA,Seattle,WA,DENTSPLY,DEN-80799,2,279.98,140.4,139.58,0.49853561,DENTSPLY CAVITRON 30K FSI-1000                              
4675,50265,net32,2019-04-12,17175,USA,Feasterville Trevose,PA,ULTRADENT,ULT-132(E),2,25.08,12.12,12.96,0.516746411,ULTRADENT ULTRAPAK CORD #1                                  
4676,50266,net32,2019-04-12,17198,USA,Toms River,NJ,3M ESPE,3MD-6020A3.5(E),1,30.0,14.17,15.83,0.527666667,3M ESPE FILTEK Z250 SYRINGE A3.5                            
4677,50267,net32,2019-04-12,17172,USA,Aiea,HI,DENTSPLY,DEN-678773,4,247.6,194.08,53.52,0.216155089,DENTSPLY AQUASIL ULTRA REFILLS MONOPHASE REGULAR SET        
4678,50268,net32,2019-04-12,17155,USA,New York,NY,LOOK,LOK-918B,10,250.0,105.6,144.4,0.5776,"LOOK SUTURE BK NYLON MONO C6 5-0 18"" 12/BOX                 "
4679,50269,net32,2019-04-12,17154,USA,Orange,NJ,3M ESPE,3MD-6020A2(E),2,48.5,28.34,20.16,0.41567010299999996,3M ESPE FILTEK Z250 SYRINGE A2                              
4680,50270,net32,2019-04-12,17173,USA,Louisville,KY,3M ESPE,3MD-56877,3,245.85,123.87,121.98,0.49615619299999997,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
4681,50271,net32,2019-04-12,17180,USA,Fort Lauderdale,FL,3M ESPE,3MD-7510,2,121.0,60.34,60.66,0.5013223139999999,3M ESPE VITREBOND INTRODUCTORY KIT                          
4682,50272,net32,2019-04-12,17168,USA,Linden,MI,3M ESPE,3MD-7510,1,60.5,30.17,30.33,0.5013223139999999,3M ESPE VITREBOND INTRODUCTORY KIT                          
4683,50273,net32,2019-04-12,17212,USA,Atlanta,GA,3M ESPE,3MD-12627(E),12,209.4,127.92,81.48,0.389111748,3M ESPE CLINPRO SEALANT SYRINGE REFILL 1 X1.2ML
4684,50274,net32,2019-04-12,17183,USA,Pasco,WA,3M ESPE,3MD-6021A3.5,7,378.0,281.75,96.25,0.25462963,3M ESPE FILTEK Z250 CAPSULE REFILL A3.5 (20/BX)             
4685,50275,net32,2019-04-12,17153,USA,Archbold,OH,3M ESPE,3MD-7510,1,60.5,30.17,30.33,0.5013223139999999,3M ESPE VITREBOND INTRODUCTORY KIT                          
4686,50276,net32,2019-04-12,17174,USA,Pikesville,MD,DANVILLE,DAN-15201,3,42.0,19.05,22.95,0.546428571,DANVILLE ALUMINUM OXIDE 90 MICRON BOTTLE TAN 1LBÂ Â Â Â Â Â Â Â Â Â Â 
4687,50277,net32,2019-04-12,17164,USA,Buford,GA,SULTAN,SUL-21115,1,102.5,51.82,50.68,0.494439024,SULTAN DENTAL PUREVAC 5 LITRE BOTTLE                        
4688,50278,net32,2019-04-12,17199,USA,Tucson,AZ,3M ESPE,3MD-56877,3,245.85,123.87,121.98,0.49615619299999997,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
4689,50279,net32,2019-04-12,17194,USA,Temecula,CA,3M ESPE,3MD-41258(E),1,59.99,30.0,29.99,0.499916653,3M ESPE SCOTCHBOND UNIVERSAL ADHESIVE
4690,50280,net32,2019-04-12,17185,USA,El Cajon,CA,GC,GCD-000218,1,87.99,61.09,26.9,0.305716559,GC FUJI PLUS CEMENT 1-1 PKG W/ CONDITIONER
4691,50281,net32,2019-04-12,17207,USA,Eastman,GA,DENTSPLY,DEN-66002862,1,95.0,45.31,49.69,0.5230526320000001,DENTSPLY DISPERSALLOY 2 SPILL FAST SET                      
4692,50282,net32,2019-04-12,17169,USA,Bellingham,WA,3M ESPE,3MD-7510,1,60.5,30.17,30.33,0.5013223139999999,3M ESPE VITREBOND INTRODUCTORY KIT                          
4693,50283,net32,2019-04-12,17179,USA,Walnut,CA,3M ESPE,3MD-41258(E),1,59.99,30.0,29.99,0.499916653,3M ESPE SCOTCHBOND UNIVERSAL ADHESIVE
4694,50284,net32,2019-04-12,17181,USA,Tyler,TX,J&J ,J&J-MS0005,12,239.88,146.16,93.72,0.390695348,J&J ETHICON SPONGOSTAN SPONGES GELATINE 24/BX
4695,50285,net32,2019-04-12,17171,USA,Anaheim,CA,3M ESPE,3MD-7510,1,60.5,30.17,30.33,0.5013223139999999,3M ESPE VITREBOND INTRODUCTORY KIT                          
4696,50286,net32,2019-04-12,17190,USA,Agoura Hills,CA,PREMIER(MISC),PRE-3001450,1,45.05,28.46,16.59,0.368257492,PREMIER IMPLANT CEMENT                                      
4697,50287,net32,2019-04-12,17206,USA,Lancaster,PA,SULTAN,SUL-21115,1,102.5,51.82,50.68,0.494439024,SULTAN DENTAL PUREVAC 5 LITRE BOTTLE                        
4698,50288,net32,2019-04-12,17193,USA,Monument,CO,ULTRADENT,ULT-136(E),2,27.98,13.56,14.42,0.51536812,ULTRADENT ULTRAPAK CORD #00                                 
4699,50289,net32,2019-04-12,17176,USA,Marissa,IL,SS WHITE,SSW-14057-5,3,45.0,23.49,21.51,0.478,SS WHITE BURS SURGICAL SL FG557 (5/PK)                      
4700,50290,net32,2019-04-12,17182,USA,Long Beach,CA,ULTRADENT,ULT-132(E),3,37.2,18.18,19.02,0.511290323,ULTRADENT ULTRAPAK CORD #1                                  
4701,50291,net32,2019-04-12,17182,USA,Long Beach,CA,ULTRADENT,ULT-136(E),4,55.96,27.12,28.84,0.51536812,ULTRADENT ULTRAPAK CORD #00                                 
4702,50292,net32,2019-04-12,17209,USA,Virginia Beach,VA,3M ESPE,3MD-5905A2,5,207.5,139.9,67.6,0.325783133,3M ESPE Z100 RESTORATIVE CAPSULE A2                         
4703,50293,net32,2019-04-12,17210,USA,Kingsport,TN,KERR,KER-16411,1,262.0,198.81,63.19,0.241183206,Kerr Permlastic Bulk Regular Body (12 Sets)Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
4704,50294,net32,2019-04-12,17213,USA,Eastland,TX,SDI,SDI-8100045,1,39.99,22.31,17.68,0.44211052799999995,SDI SUPER ETCH SYRINGE KIT WITH TIPS 10 X2ML                
4705,50295,net32,2019-04-12,17203,USA,Spring,TX,PARKELL ,PAR-S457S,6,226.5,180.06,46.44,0.20503311300000002,PARKELL BLU-MOUSSE SPLIT CARTRIDGE SUPER FAST               
4706,50296,net32,2019-04-12,17184,USA,Denton,TX,KERR,KER-33872,3,133.5,92.49,41.01,0.307191011,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
4707,50297,net32,2019-04-12,17205,USA,Richmond,VA,VOCO,VOC-1863,1,73.6,48.83,24.77,0.33654891299999995,VOCO GRANDIO FLOW SYRINGE A1 2/PK 2.0GM
4708,50298,net32,2019-04-12,17159,USA,Wichita,KS,3M ESPE,3MD-6021A4,1,59.45,35.47,23.98,0.403364172,3M ESPE FILTEK Z250 CAPSULE REFILL A4 (20/BX)               
4709,50299,net32,2019-04-12,17189,USA,Santa Maria,CA,3M ESPE,3MD-EUR2,3,63.15,44.73,18.42,0.291686461,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX)                     
4710,50300,net32,2019-04-12,17151,USA,Aurora,IL,3M ESPE,3MD-56877,2,177.98,82.58,95.4,0.536015283,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
4711,50301,net32,2019-04-12,17158,USA,Charlotte,NC,3M ESPE,3MD-4864A2,1,63.9,45.18,18.72,0.292957746,3M ESPE FILTEK BULK FILL CAPSULES A2 20/PK
4712,50302,net32,2019-04-12,17157,USA,Union City,NJ,PREMIER(MISC),PRE-9007133,1,206.0,154.33,51.67,0.25082524300000003,PREMIER RC PREP JAR 227 G.                              
4713,50303,net32,2019-04-12,17187,USA,Davenport,FL,PARKELL ,PAR-S300,2,306.0,248.7,57.3,0.187254902,PARKELL ABSOLUTE DENTIN WHITE
4714,50304,net32,2019-04-12,17165,USA,Rochester,NY,KODAK,KOD-1163401(E),3,139.5,109.71,29.79,0.213548387,KODAK INSIGHT FILM IP-21#2 POLYSOFT                         
4715,50305,net32,2019-04-12,17186,USA,Randolph,MA,KULZER,KUL-66002103(E),2,108.6,77.88,30.72,0.282872928,KULZER FLEXITIME EASY PUTTY 4X600ML                         
4716,50306,net32,2019-04-12,17189,USA,Santa Maria,CA,3M ESPE,3MD-EUL3,3,64.2,28.89,35.31,0.55,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX)                     
4717,50307,net32,2019-04-12,17202,USA,Fredericksburg,VA,3M ESPE,3MD-5905A2,6,249.0,167.88,81.12,0.325783133,3M ESPE Z100 RESTORATIVE CAPSULE A2                         
4718,50308,net32,2019-04-12,17188,USA,Southern Pines,NC,DANVILLE,DAN-15301,3,37.5,18.3,19.2,0.512,DANVILLE ALUMINUM OXIDE 50 MICRON BOTTLE WHITE 1LBÂ Â Â Â Â Â 
4719,50309,net32,2019-04-12,17177,USA,Lakewood,NJ,KERR,ACT-261005,1,72.2,56.1,16.1,0.22299169,"EXPASYL APPLICATOR TIPS, PACKAGE OF 100 TIPS. STRAIGHT"
4720,50310,net32,2019-04-12,17195,USA,Salt Lake City,UT,KERR,KER-06065,5,32.5,11.75,20.75,0.6384615379999999,KERR SYBRON K-FILES 25MM #25                                
4721,50311,net32,2019-04-12,17200,USA,Jersey City,NJ,SS WHITE,SSW-14057-5,2,30.0,15.66,14.34,0.478,SS WHITE BURS SURGICAL SL FG557 (5/PK)                      
4722,50312,net32,2019-04-12,17178,USA,Columbia,MO,3M ESPE,3MD-56818,1,215.0,193.66,21.34,0.099255814,3M ESPE RELY X UNICEM APLICAP REFILL A2 UNIVERSAL (50/BX)   
4723,50313,net32,2019-04-12,17204,USA,Syracuse,NY,3M ESPE,3MD-7510,2,124.0,60.34,63.66,0.5133870970000001,3M ESPE VITREBOND INTRODUCTORY KIT                          
4724,50314,net32,2019-04-12,17207,USA,Eastman,GA,DENTSPLY,DEN-66002861,1,62.0,41.1,20.9,0.337096774,DENTSPLY DISPERSALLOY 1 SPILL FAST SET                      
4725,50315,net32,2019-04-12,17196,USA,Bronx,NY,HU FRIEDY,HUF-S204SD9E2,1,40.0,17.05,22.95,0.57375,HU FRIEDY SCALER SICKLE #9 EVEREDGEÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
4726,50316,net32,2019-04-12,17211,USA,Hazlet,NJ,3M ESPE,3MD-56819,1,109.99,85.17,24.82,0.225656878,3M ESPE RELY X UNICEM APLICAP REFILL A1 UNIVERSAL (50/BX)
4727,50317,net32,2019-04-12,17162,USA,West New York,NJ,3M ESPE,3MD-41258(E),1,59.99,30.0,29.99,0.499916653,3M ESPE SCOTCHBOND UNIVERSAL ADHESIVE
4728,50318,net32,2019-04-12,17192,USA,Phoenix,AZ,3M ESPE,3MD-1983RA,4,79.96,58.68,21.28,0.266133067,3M ESPE SOF-LEX POP-ON MANDRELS 1983
4729,50319,net32,2019-04-12,17152,USA,Alexandria,VA,3M ESPE,3MD-7312,5,249.95,177.35,72.6,0.290458092,3M ESPE EXPRESS PUTTY                                       
4730,50320,net32,2019-04-15,17264,USA,Conway,AR,SULTAN,SUL-21115,1,102.5,51.82,50.68,0.494439024,SULTAN DENTAL PUREVAC 5 LITRE BOTTLE                        
4731,50321,net32,2019-04-15,17274,USA,Fresh Meadows,NY,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
4732,50322,net32,2019-04-15,17217,USA,Orlando,FL,3M ESPE,3MD-6020C2,1,45.9,23.37,22.53,0.490849673,3M ESPE FILTEK Z250 SYRINGE REFILL C2                       
4733,50323,net32,2019-04-15,17251,USA,Rockville,MD,3M ESPE,3MD-6020A1(E),2,52.6,28.34,24.26,0.46121673,3M ESPE FILTEK Z250 SYRINGE A1                              
4734,50324,net32,2019-04-15,17243,USA,Washington,NJ,COLTENE WHALEDENT,CWH-H09928,4,77.6,54.24,23.36,0.30103092800000003,COLTENE-WHALEDENT DAM 5X5 GREEN NON-LATEX                   
4735,50325,net32,2019-04-15,17218,USA,Atlanta,GA,3M ESPE,3MD-6020A1(E),2,52.6,28.34,24.26,0.46121673,3M ESPE FILTEK Z250 SYRINGE A1                              
4736,50326,net32,2019-04-15,17218,USA,Atlanta,GA,3M ESPE,3MD-6020A2(E),2,48.5,28.34,20.16,0.41567010299999996,3M ESPE FILTEK Z250 SYRINGE A2                              
4737,50327,net32,2019-04-15,17263,USA,Auburn,AL,3M ESPE,3MD-56877,1,88.99,41.29,47.7,0.536015283,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
4738,50328,net32,2019-04-15,17228,USA,Piedmont,AL,SHOFU,SHO-0413,3,53.97,28.08,25.89,0.479710951,SHOFU BROWNIE MINI-POINT FG                                 
4739,50329,net32,2019-04-15,17262,USA,Palm City,FL,3M ESPE,3MD-7312,2,99.98,70.94,29.04,0.290458092,3M ESPE EXPRESS PUTTY                                       
4740,50330,net32,2019-04-15,17231,USA,Pearland,TX,SDI,SDI-8100045,1,39.99,22.31,17.68,0.44211052799999995,SDI SUPER ETCH SYRINGE KIT WITH TIPS 10 X2ML                
4741,50331,net32,2019-04-15,17251,USA,Rockville,MD,3M ESPE,3MD-6020A3(E),2,55.0,28.34,26.66,0.48472727299999996,3M Espe Filtek Z250 Syringe A3                              
4742,50332,net32,2019-04-15,17250,USA,Albany,NY,DENTSPLY,DEN-60578320,2,124.4,89.34,35.06,0.28183279699999997,DENTSPLY AQUASIL SOFT PUTTY REGULAR SET 2 X 450ML
4743,50333,net32,2019-04-15,17251,USA,Rockville,MD,3M ESPE,3MD-6020A2(E),2,48.5,28.34,20.16,0.41567010299999996,3M ESPE FILTEK Z250 SYRINGE A2                              
4744,50334,net32,2019-04-15,17229,USA,Houston,TX,KULZER,KUL-66040094,1,95.0,48.5,46.5,0.48947368399999996,KULZER IBOND TOTAL ETCH REFILL 4ml
4745,50335,net32,2019-04-15,17248,USA,Harrison,AR,KERR,KER-16411,1,262.0,198.81,63.19,0.241183206,Kerr Permlastic Bulk Regular Body (12 Sets)Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
4746,50336,net32,2019-04-15,17222,USA,Corpus Christi,TX,LOOK,LOK-560B,4,67.96,46.64,21.32,0.313713949,"LOOK SUTURE CHROMIC GUT UNDYED C6 3-0 27"" 12/BOX            "
4747,50337,net32,2019-04-15,17256,USA,Los Angeles,CA,LOOK,LOK-557B,2,44.0,23.14,20.86,0.474090909,"LOOK SUTURE CHROMIC GUT 5-0 27"" 12/BOX                      "
4748,50338,net32,2019-04-15,17257,USA,Brentwood,CA,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
4749,50339,net32,2019-04-15,17225,USA,Sunnyvale,CA,COLTENE WHALEDENT,CWH-H00818,3,38.25,22.92,15.33,0.400784314,COLTENE-WHALEDENT WAX UTILITY STRIPS WHITE 80/BX            
4750,50340,net32,2019-04-15,17238,USA,Seattle,WA,3M ESPE,3MD-1983RA,4,79.96,58.68,21.28,0.266133067,3M ESPE SOF-LEX POP-ON MANDRELS 1983
4751,50341,net32,2019-04-15,17266,USA,New Ulm,MN,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
4752,50342,net32,2019-04-15,17215,USA,Nashville,TN,3M ESPE,3MD-6020A1(E),2,52.6,28.34,24.26,0.46121673,3M ESPE FILTEK Z250 SYRINGE A1                              
4753,50343,net32,2019-04-15,17244,USA,Leander,TX,SULTAN,SUL-21115,1,102.5,51.82,50.68,0.494439024,SULTAN DENTAL PUREVAC 5 LITRE BOTTLE                        
4754,50344,net32,2019-04-15,17216,USA,Sacramento,CA,3M ESPE,3MD-41258(E),3,179.97,90.0,89.97,0.499916653,3M ESPE SCOTCHBOND UNIVERSAL ADHESIVE
4755,50345,net32,2019-04-15,17227,USA,Reseda,CA,KERR,KER-33872,1,55.0,30.83,24.17,0.439454545,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
4756,50346,net32,2019-04-15,17227,USA,Reseda,CA,3M ESPE,3MD-6020A1(E),2,52.6,28.34,24.26,0.46121673,3M ESPE FILTEK Z250 SYRINGE A1                              
4757,50347,net32,2019-04-15,17227,USA,Reseda,CA,3M ESPE,3MD-6020A2(E),4,97.0,56.68,40.32,0.41567010299999996,3M ESPE FILTEK Z250 SYRINGE A2                              
4758,50348,net32,2019-04-15,17241,USA,Beaverton,OR,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
4759,50349,net32,2019-04-15,17253,USA,Redlands,CA,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
4760,50350,net32,2019-04-15,17233,USA,Corpus Christi,TX,PREMIER(MISC),PRE-9007131,2,49.9,32.54,17.36,0.34789579200000004,PREMIER RC PREP 18G./JAR                                   
4761,50351,net32,2019-04-15,17254,USA,Memphis,TN,3M ESPE,3MD-41258(E),2,119.98,60.0,59.98,0.499916653,3M ESPE SCOTCHBOND UNIVERSAL ADHESIVE
4762,50352,net32,2019-04-15,17239,USA,Ontario,CA,3M ESPE,3MD-56877,2,157.98,82.58,75.4,0.477275605,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
4763,50353,net32,2019-04-15,17249,USA,El Cajon,CA,3M ESPE,3MD-7510,1,60.5,30.17,30.33,0.5013223139999999,3M ESPE VITREBOND INTRODUCTORY KIT                          
4764,50354,net32,2019-04-15,17236,USA,Livermore,CA,SHOFU,SHO-0413,15,269.85,140.4,129.45,0.479710951,SHOFU BROWNIE MINI-POINT FG                                 
4765,50355,net32,2019-04-15,17246,USA,Newport Beach,CA,SHOFU,SHO-0413,4,71.96,37.44,34.52,0.479710951,SHOFU BROWNIE MINI-POINT FG                                 
4766,50356,net32,2019-04-15,17221,USA,Seattle,WA,VOCO,VOC-1863,1,73.6,48.83,24.77,0.33654891299999995,VOCO GRANDIO FLOW SYRINGE A1 2/PK 2.0GM
4767,50357,net32,2019-04-15,17242,USA,Mission Viejo,CA,3M ESPE,3MD-7510,1,60.5,30.17,30.33,0.5013223139999999,3M ESPE VITREBOND INTRODUCTORY KIT                          
4768,50358,net32,2019-04-15,17235,USA,Mission Viejo,CA,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
4769,50359,net32,2019-04-15,17226,USA,Fremont,CA,3M ESPE,3MD-712-035,1,89.99,40.54,49.45,0.5495055010000001,3M ESPE TRANSBOND XT SYRINGE  KIT                           
4770,50360,net32,2019-04-15,17261,USA,Mill Valley,CA,SHOFU,SHO-0413,4,71.96,37.44,34.52,0.479710951,SHOFU BROWNIE MINI-POINT FG                                 
4771,50361,net32,2019-04-15,17273,USA,Dunlap,TN,3M ESPE,3MD-46956,2,164.0,107.74,56.26,0.34304878,3M ESPE PROTEMP 4 A2                                        
4772,50362,net32,2019-04-15,17269,USA,Palo Alto,CA,3M ESPE,3MD-7510,1,60.5,30.17,30.33,0.5013223139999999,3M ESPE VITREBOND INTRODUCTORY KIT                          
4773,50363,net32,2019-04-15,17219,USA,Yuba City,CA,3M ESPE,3MD-712-035,3,209.97,121.62,88.35,0.420774396,3M ESPE TRANSBOND XT SYRINGE  KIT                           
4774,50364,net32,2019-04-15,17267,USA,Olive Branch,MS,3M ESPE,3MD-41258(E),1,59.99,30.0,29.99,0.499916653,3M ESPE SCOTCHBOND UNIVERSAL ADHESIVE
4775,50365,net32,2019-04-15,17272,USA,Naperville,IL,SULTAN,SUL-21115,1,102.5,51.82,50.68,0.494439024,SULTAN DENTAL PUREVAC 5 LITRE BOTTLE                        
4776,50366,net32,2019-04-15,17258,USA,Nanuet,NY,KERR,KER-62249,6,39.3,14.1,25.2,0.641221374,Kerr Sybron K-Files 21mm #06Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
4777,50367,net32,2019-04-15,17258,USA,Nanuet,NY,KERR,KER-06062,5,26.5,11.75,14.75,0.5566037739999999,KERR SYBRON K-FILES 25MM #10                                
4778,50368,net32,2019-04-15,17258,USA,Nanuet,NY,KERR,KER-06065,4,26.0,9.4,16.6,0.6384615379999999,KERR SYBRON K-FILES 25MM #25                                
4779,50369,net32,2019-04-15,17268,USA,New York,NY,3M ESPE,3MD-56877,1,88.99,41.29,47.7,0.536015283,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
4780,50370,net32,2019-04-15,17245,USA,New York,NY,GC,GCD-000218,1,87.99,61.09,26.9,0.305716559,GC FUJI PLUS CEMENT 1-1 PKG W/ CONDITIONER
4781,50371,net32,2019-04-15,17247,USA,New York,NY,3M ESPE,3MD-6020A3(E),2,55.0,28.34,26.66,0.48472727299999996,3M Espe Filtek Z250 Syringe A3                              
4782,50372,net32,2019-04-15,17247,USA,New York,NY,3M ESPE,3MD-6020A2(E),2,48.5,28.34,20.16,0.41567010299999996,3M ESPE FILTEK Z250 SYRINGE A2                              
4783,50373,net32,2019-04-15,17220,USA,Lady Lake,FL,LOOK,LOK-918B,1,25.3,10.56,14.74,0.582608696,"LOOK SUTURE BK NYLON MONO C6 5-0 18"" 12/BOX                 "
4784,50374,net32,2019-04-15,17220,USA,Lady Lake,FL,LOOK,LOK-922B,3,90.0,31.68,58.32,0.648,"LOOK SUTURE BK NYLON MONO C6 4-0 18"" 12/BOX                 "
4785,50375,net32,2019-04-15,17271,USA,Key West,FL,3M ESPE,3MD-712-036,1,145.0,42.57,102.43,0.706413793,3M Espe Transbond XT Adhesive Syringe 4/Pk
4786,50376,net32,2019-04-15,17255,USA,Paterson,NJ,SS WHITE,SSW-14058-5,5,72.75,39.15,33.6,0.46185567,SS WHITE BURS SURGICAL SL FG558 (5/PK)                      
4787,50377,net32,2019-04-15,17256,USA,Los Angeles,CA,LOOK,LOK-559B,5,80.25,55.4,24.85,0.30965732100000004,"LOOK SUTURE CHROMIC GUT UNDYED C6 4-0 27"" 12/BOX            "
4788,50378,net32,2019-04-15,17224,USA,Oradell,NJ,LOOK,LOK-944B,4,67.96,35.68,32.28,0.474985285,"LOOK SUTURE NYLON MONOFILAMENT C6 4-0 10"" 12/BOX            "
4789,50379,net32,2019-04-15,17230,USA,Fenton,MI,SHOFU,SHO-0413,12,215.88,112.32,103.56,0.479710951,SHOFU BROWNIE MINI-POINT FG                                 
4790,50380,net32,2019-04-15,17223,USA,Yuba City,CA,3M ESPE,3MD-712-035,3,209.97,121.62,88.35,0.420774396,3M ESPE TRANSBOND XT SYRINGE  KIT                           
4791,50381,net32,2019-04-15,17237,USA,Ewa Beach,HI,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
4792,50382,net32,2019-04-15,17275,USA,Ridgefield,CT,J&J ,J&J-MS0005,2,41.7,24.36,17.34,0.415827338,J&J ETHICON SPONGOSTAN SPONGES GELATINE 24/BX
4793,50383,net32,2019-04-15,17259,USA,Houston,TX,3M ESPE,3MD-6020UD(E),1,30.0,14.08,15.92,0.530666667,3M ESPE FILTEK Z250 SYRINGE UD                              
4794,50384,net32,2019-04-15,17240,USA,Anaheim,CA,3M ESPE,3MD-56877,1,88.99,41.29,47.7,0.536015283,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
4795,50385,net32,2019-04-15,17265,USA,Cincinnati,OH,PREMIER(MISC),PRE-9007131,2,49.9,32.54,17.36,0.34789579200000004,PREMIER RC PREP 18G./JAR                                   
4796,50386,net32,2019-04-15,17252,USA,Utica,MI,SULTAN,SUL-21115,1,102.5,51.82,50.68,0.494439024,SULTAN DENTAL PUREVAC 5 LITRE BOTTLE                        
4797,50387,net32,2019-04-15,17256,USA,Los Angeles,CA,J&J ,J&J-MS0005,4,79.96,48.72,31.24,0.390695348,J&J ETHICON SPONGOSTAN SPONGES GELATINE 24/BX
4798,50388,net32,2019-04-15,17232,USA,Gainesville,FL,KERR,KER-821-4125,2,16.2,4.62,11.58,0.714814815,KERR SYBRON K-FLEX FILES ASSORTED 25MM #45-80               
4799,50389,net32,2019-04-15,17270,USA,Brookline,MA,PARKELL ,PAR-S284,2,250.8,196.26,54.54,0.217464115,PARKELL BRUSH & BOND KIT                                    
4800,50390,net32,2019-04-15,17234,USA,Casselberry,FL,KROMOPAN,KRO-KRM302,5,36.25,19.35,16.9,0.466206897,KROMOPAN ALGINATE 100 1LN BAG                               
