,vendor,date,order id,country,order city,order state,product brand,item,quantity,revenue,total cost,profit,return on sales,item description
46623,net32,01/22/2019,13766,USA,Poughkeepsie,NY,SHOFU,SHO-0244,4,66,36.12,29.88,0.452727273,SHOFU DURA-WHITE STONES FG FL2                              
46624,net32,01/22/2019,13783,USA,Campbellsville,KY,KERR,KER-29840(EU),2,72,56.72,15.28,0.212222222,KERR HERCULITE XRV UNIDOSE ENAMEL B1 20/BX                  
46625,net32,01/22/2019,13801,USA,Escondido,CA,KURARAY,KUR-1981-KA,2,183,130.06,52.94,0.289289617,KURARAY CLEARFIL SE BOND LIQUID REFILL 5ML                  
46626,net32,01/22/2019,13755,USA,Webster,NY,SS WHITE,SSW-15121-5,20,638,341.6,296.4,0.464576803,SS WHITE BURS 12 BLADE T&F FG7901 (5/PK)                    
46627,net32,01/22/2019,13757,USA,Orange,CA,3M ESPE,3MD-7312,2,100,70.94,29.06,0.2906,3M ESPE EXPRESS PUTTY                                       
46628,net32,01/22/2019,13775,USA,Birmingham,AL,BEAVER,BEA-TF7902,1,280,184.08,95.92,0.342571429,BEAVER BURS TF7902 100/PK                                   
46629,net32,01/22/2019,13844,USA,Austin,TX,3M ESPE,3MD-6032A1(EU),1,67,44.47,22.53,0.336268657,3M ESPE FILTEK SUPREME ULTRA FLOW SYRINGE A1 2/BX
46630,net32,01/22/2019,13778,USA,Chicago,IL,SULTAN,SUL-77655,1,73,46.38,26.62,0.364657534,SULTAN DENTAL GENIE PUTTY REGULAR SET 600ML/PK              
46631,net32,01/22/2019,13761,USA,Aurora,IL,3M ESPE,3MD-30413(E),1,195,104.9,90.1,0.462051282,3M ESPE PERMADYNE GARANT 2:1 LIGHT BODY
46632,net32,01/22/2019,13784,USA,Aiken,SC,3M ESPE,3MD-6021A1,3,184.5,120.75,63.75,0.345528455,3M ESPE FILTEK Z250 CAPSULE REFILL A1 (20/BX)
46633,net32,01/22/2019,13756,USA,Valley Stream,NY,LOOK,LOK-559B,2,39.98,22.16,17.82,0.445722861,"LOOK SUTURE CHROMIC GUT UNDYED C6 4-0 27"" 12/BOX            "
46634,net32,01/22/2019,13807,USA,Irvine,CA,KULZER,KUL-66048141,1,72,42.23,29.77,0.413472222,KULZER VENUS PEARL PLT REFILL A2 20/BX
46635,net32,01/22/2019,13740,USA,New York,NY,3M ESPE,3MD-71210,2,116,74.68,41.32,0.356206897,3M ESPE IMPREGUM PENTA ELASTOMER SYRINGEÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
46636,net32,01/22/2019,13759,USA,West Palm Beach,FL,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46637,net32,01/22/2019,13781,USA,Douglasville,GA,PREMIER(MISC),PRE-1006203,6,227.88,179.1,48.78,0.214060032,Premier Triple Tray Posterior 48/BoxÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
46638,net32,01/22/2019,13785,USA,Lemon Grove,CA,3M ESPE,3MD-3525(E),2,200,150.48,49.52,0.2476,3M ESPE RELY X LUTING PLUS CEMENT                           
46639,net32,01/22/2019,13816,USA,Sarasota,FL,KULZER,KUL-66002186(E),4,102,73.64,28.36,0.278039216,KULZER FLEXITIME CORRECT FLOW CART 50 ML 2/PKG              
46640,net32,01/22/2019,13833,USA,Wesley Chapel,FL,KULZER,KUL-66002186(E),4,102,73.64,28.36,0.278039216,KULZER FLEXITIME CORRECT FLOW CART 50 ML 2/PKG              
46641,net32,01/22/2019,13817,USA,Aurora,IL,3M ESPE,3MD-7572,1,200,147.31,52.69,0.26345,3M ESPE VITREBOND PLUS DOUBLE PACK                          
46642,net32,01/22/2019,13741,USA,Odenton,MD,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46643,net32,01/22/2019,13743,USA,Huntington Beach,CA,3M ESPE,3MD-712-036,1,165,42.57,122.43,0.742,3M Espe Transbond XT Adhesive Syringe 4/Pk
46644,net32,01/22/2019,13744,USA,Milton,PA,KERR,KER-29840(EU),10,360,283.6,76.4,0.212222222,KERR HERCULITE XRV UNIDOSE ENAMEL B1 20/BX                  
46645,net32,01/22/2019,13765,USA,Owings,MD,3M ESPE,3MD-5905A2,3,120,83.94,36.06,0.3005,3M ESPE Z100 RESTORATIVE CAPSULE A2                         
46646,net32,01/23/2019,13857,USA,Whittier,CA,SULTAN,SUL-21115,2,210,103.64,106.36,0.50647619,SULTAN DENTAL PUREVAC 5 LITRE BOTTLE                        
46647,net32,01/23/2019,13854,USA,Nanuet,NY,KULZER,KUL-66002193(X6),1,142.9,111.12,31.78,0.222393282,KULZER FLEXITIME HEAVY TIME TRAY 6X (2 X 50ML)              
46648,net32,01/23/2019,13879,USA,Dallas,TX,DENTSPLY,DEN-605602,2,38.5,16.44,22.06,0.572987013,DENTSPLY JELTRATE-PLUS FAST-SET
46649,net32,01/23/2019,13869,USA,Bloomfield Hills,MI,LOOK,LOK-559B,4,70,44.32,25.68,0.366857143,"LOOK SUTURE CHROMIC GUT UNDYED C6 4-0 27"" 12/BOX            "
46650,net32,01/23/2019,13851,USA,Ann Arbor,MI,KERR,KER-31513(EU),4,202,85.88,116.12,0.574851485,KERR OPTIBOND SOLO PLUS REFILL                              
46651,net32,01/23/2019,13866,USA,Minneapolis,MN,DENTSPLY,DEN-66002862,1,97,45.31,51.69,0.532886598,DENTSPLY DISPERSALLOY 2 SPILL FAST SET                      
46652,net32,01/23/2019,13889,USA,North Arlington,NJ,SS WHITE,SSW-13095,1,194.99,141.39,53.6,0.274885892,SS WHITE BURS FG GW2 (100/PK)                               
46653,net32,01/23/2019,13871,USA,Saint Clairsville,OH,3M ESPE,3MD-56861,1,115,84.04,30.96,0.269217391,3M ESPE RELY X FIBER POST REFILL SIZE 1
46654,net32,01/23/2019,13866,USA,Minneapolis,MN,KERR,ACT-261030,2,274,186.52,87.48,0.319270073,ACTEON EXPASYL CAPSULE STANDARD 20/PK
46655,net32,01/23/2019,13863,USA,Memphis,TN,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46656,net32,01/23/2019,13859,USA,West Columbia,SC,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46657,net32,01/23/2019,13880,USA,Los Angeles,CA,3M ESPE,3MD-6020A2(E),1,27,14.17,12.83,0.475185185,3M ESPE FILTEK Z250 SYRINGE A2                              
46658,net32,01/23/2019,13848,USA,Miami,FL,KERR,KER-31513(EU),4,202,85.88,116.12,0.574851485,KERR OPTIBOND SOLO PLUS REFILL                              
46659,net32,01/23/2019,13888,USA,Santa Clara,CA,SULTAN,SUL-77655,1,73,46.38,26.62,0.364657534,SULTAN DENTAL GENIE PUTTY REGULAR SET 600ML/PK              
46660,net32,01/23/2019,13901,USA,Charleston,SC,KULZER,KUL-65872354,2,164,100.16,63.84,0.389268293,KULZER GLUMA DESENSITIZER 5ML
46661,net32,01/23/2019,13856,USA,Chula Vista,CA,KROMOPAN,KRO-KRM302,10,65,38.7,26.3,0.404615385,KROMOPAN ALGINATE 100 1LN BAG                               
46662,net32,01/23/2019,13894,USA,Vista,CA,GC,GCD-000139,1,139,98.64,40.36,0.290359712,GC FUJI II LC CAPSULES A2
46663,net32,01/23/2019,13860,USA,Selmer,TN,KERR,KER-06004,10,78.5,25.7,52.8,0.672611465,KERR SYBRON K-FILES 21MM #15                                
46664,net32,01/23/2019,13870,USA,Morganville,NJ,SULTAN,SUL-77650,1,72,46.38,25.62,0.355833333,SULTAN DENTAL GENIE PUTTY RAPID SET 600ML/PK                
46665,net32,01/23/2019,13892,USA,Nanuet,NY,KERR,KER-33872,10,411.5,308.3,103.2,0.250789793,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
46666,net32,01/23/2019,13877,USA,Miami,FL,3M ESPE,3MD-7510,2,100,60.34,39.66,0.3966,3M ESPE VITREBOND INTRODUCTORY KIT                          
46667,net32,01/23/2019,13865,USA,Houston,TX,3M ESPE,3MD-3525(E),2,200,150.48,49.52,0.2476,3M ESPE RELY X LUTING PLUS CEMENT                           
46668,net32,01/23/2019,13878,USA,Sunnyvale,CA,3M ESPE,3MD-30413(E),2,390,209.8,180.2,0.462051282,3M ESPE PERMADYNE GARANT 2:1 LIGHT BODY
46669,net32,01/23/2019,13860,USA,Selmer,TN,KERR,KER-06003,10,81,26,55,0.679012346,KERR SYBRON K-FILES 21MM #10                                
46670,net32,01/23/2019,13898,USA,Hernando,FL,3M ESPE,3MD-56877,1,90,41.29,48.71,0.541222222,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
46671,net32,01/23/2019,13897,USA,Cornelius,NC,3M ESPE,3MD-3525(E),3,300,225.72,74.28,0.2476,3M ESPE RELY X LUTING PLUS CEMENT                           
46672,net32,01/23/2019,13849,USA,Sussex,WI,KERR,KER-36053(EU),4,246,162.12,83.88,0.34097561,KERR SONICFILL 2 UNIDOSE REFILL A3 20/PK                    
46673,net32,01/23/2019,13875,USA,Lakebay,WA,3M ESPE,3MD-7510,1,52.9,30.17,22.73,0.429678639,3M ESPE VITREBOND INTRODUCTORY KIT                          
46674,net32,01/23/2019,13849,USA,Waukesha,WI,KERR,KER-36052(EU),3,225,121.59,103.41,0.4596,KERR SONICFILL 2 UNIDOSE REFILL A2 20/PK                    
46675,net32,01/23/2019,13884,USA,Santa Ana,CA,GC,GCD-004714,2,272,204.18,67.82,0.249338235,Gc Fujicem 2 Paste Pak
46676,net32,01/23/2019,13882,USA,Seattle,WA,KERR,KER-36052(EU),2,150,81.06,68.94,0.4596,KERR SONICFILL 2 UNIDOSE REFILL A2 20/PK                    
46677,net32,01/23/2019,13846,USA,Oak Lawn,IL,3M ESPE,3MD-56877,1,90,41.29,48.71,0.541222222,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
46678,net32,01/23/2019,13867,USA,San Antonio,TX,GC,GCD-000139,1,139,98.64,40.36,0.290359712,GC FUJI II LC CAPSULES A2
46679,net32,01/23/2019,13887,USA,Oroville,CA,SHOFU,SHO-0182,2,71,49.08,21.92,0.308732394,SHOFU ONEGLOSS MIDI PN                                      
46680,net32,01/23/2019,13861,USA,Bentleyville,PA,KERR,KER-33872,2,90,61.66,28.34,0.314888889,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
46681,net32,01/23/2019,13900,USA,Chicago,IL,SHOFU,SHO-0182,6,213,147.24,65.76,0.308732394,SHOFU ONEGLOSS MIDI PN                                      
46682,net32,01/23/2019,13899,USA,Charlotte,NC,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46683,net32,01/23/2019,13893,USA,Kalamazoo,MI,KERR,KER-36052(EU),6,450,243.18,206.82,0.4596,KERR SONICFILL 2 UNIDOSE REFILL A2 20/PK                    
46684,net32,01/23/2019,13876,USA,Texas City,TX,3M ESPE,3MD-6LR5,1,27.15,10.23,16.92,0.62320442,3M ESPE TEMP CROWN FORMS NI-CHRO (5/BX)                     
46685,net32,01/23/2019,13872,USA,Cibolo,TX,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46686,net32,01/23/2019,13884,USA,Santa Ana,CA,COLTENE WHALEDENT,CWH-P-683-0,3,186,133.59,52.41,0.281774194,COLTENE WHALEDENT PARAPOST XT #3 (10/PK)                    
46687,net32,01/23/2019,13885,USA,Van Nuys,CA,3M ESPE,3MD-5905A2,4,160,111.92,48.08,0.3005,3M ESPE Z100 RESTORATIVE CAPSULE A2                         
46688,net32,01/23/2019,13885,USA,Van Nuys,CA,3M ESPE,3MD-6020A2(E),4,91.6,56.68,34.92,0.381222707,3M ESPE FILTEK Z250 SYRINGE A2                              
46689,net32,01/23/2019,13873,USA,Gonzales,LA,3M ESPE,3MD-3525(E),8,800,601.92,198.08,0.2476,3M ESPE RELY X LUTING PLUS CEMENT                           
46690,net32,01/23/2019,13883,USA,Palo Alto,CA,3M ESPE,3MD-71522,2,164,105.9,58.1,0.354268293,3M ESPE IMPRINT 4 PRELIMINARY PENTA SUPER QUICK 2/PK
46691,net32,01/23/2019,13864,USA,Ozark,MO,SHOFU,SHO-0500,1,65,27.86,37.14,0.571384615,SHOFU SUPER SNAP RAINBOW TECHIQUE KIT                       
46692,net32,01/23/2019,13862,USA,Buffalo,NY,LOOK,LOK-559B,3,52.5,33.24,19.26,0.366857143,"LOOK SUTURE CHROMIC GUT UNDYED C6 4-0 27"" 12/BOX            "
46693,net32,01/23/2019,13868,USA,West Chester,PA,ULTRADENT,ULT-111-CN,2,70.7,47.3,23.4,0.330975955,ULTRADENT ASTRINGEDENT BOTTLE 30ML                          
46694,net32,01/23/2019,13850,USA,Milford,OH,KULZER,KUL-66039009,1,75,52.75,22.25,0.296666667,KULZER VENUS DIAMOND PLT REFILL A2 20/BX
46695,net32,01/23/2019,13895,USA,San Diego,CA,GC,GCD-000139,1,139,98.64,40.36,0.290359712,GC FUJI II LC CAPSULES A2
46696,net32,01/23/2019,13896,USA,Miami,FL,3M ESPE,3MD-6020A2(E),15,343.5,212.55,130.95,0.381222707,3M ESPE FILTEK Z250 SYRINGE A2                              
46697,net32,01/23/2019,13871,USA,Streetsboro,OH,3M ESPE,3MD-56819,1,110.99,85.17,25.82,0.232633571,3M ESPE RELY X UNICEM APLICAP REFILL A1 UNIVERSAL (50/BX)
46698,net32,01/23/2019,13881,USA,Romeo,MI,HU FRIEDY,HUF-S204SD9E2,1,48,17.05,30.95,0.644791667,HU FRIEDY SCALER SICKLE #9 EVEREDGEÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
46699,net32,01/23/2019,13855,USA,Denver,CO,3M ESPE,3MD-41258,2,172,128.46,43.54,0.253139535,3M Espe Scotchbond Universal Adhesive                       
46700,net32,01/23/2019,13890,USA,Erie,PA,3M ESPE,3MD-12627(E),3,53.7,31.98,21.72,0.404469274,3M ESPE CLINPRO SEALANT SYRINGE REFILL 1 X1.2ML
46701,net32,01/23/2019,13852,USA,North Brunswick,NJ,3M ESPE,3MD-6020A3(E),2,48.8,28.34,20.46,0.419262295,3M Espe Filtek Z250 Syringe A3                              
46702,net32,01/23/2019,13853,USA,Canastota,NY,SULTAN,SUL-77650,1,72,46.38,25.62,0.355833333,SULTAN DENTAL GENIE PUTTY RAPID SET 600ML/PK                
46703,net32,01/23/2019,13876,USA,Texas City,TX,3M ESPE,3MD-5905A2,3,120,83.94,36.06,0.3005,3M ESPE Z100 RESTORATIVE CAPSULE A2                         
46704,net32,01/23/2019,13858,USA,New Kensington,PA,KURARAY,KUR-3112-KA,1,74.9,33.44,41.46,0.553538051,
46705,net32,01/23/2019,13847,USA,Bellingham,WA,COLTENE WHALEDENT,CWH-H01415,3,51,26.49,24.51,0.480588235,"COLTENE-WHALEDENT RUBBER DAM NAPKINS FRAME SIZE 5&6""Â Â Â Â Â Â Â "
46706,net32,01/23/2019,13874,USA,Victorville,CA,KURARAY,KUR-3111-KA,1,75,33.44,41.56,0.554133333,
46707,net32,01/24/2019,13974,USA,Lancaster,TX,PREMIER(MISC),PRE-9007073,2,80,58.4,21.6,0.27,PREMIER HEMODENT 40 CC                                   
46708,net32,01/24/2019,13953,USA,Oregon City,OR,VOCO,VOC-1480,4,390,279,111,0.284615385,VOCO STRUCTUR 2 SC REFILL 75GM A2
46709,net32,01/24/2019,13918,USA,Hoffman Estates,IL,3M ESPE,3MD-38236,1,45,23.49,21.51,0.478,3M ESPE DURELON TRIPLE SIZE POWDER (3X20gm)                 
46710,net32,01/24/2019,13913,USA,Palm Bay,FL,3M ESPE,3MD-3525(E),2,200,150.48,49.52,0.2476,3M ESPE RELY X LUTING PLUS CEMENT                           
46711,net32,01/24/2019,13954,USA,San Bernardino,CA,3M ESPE,3MD-31642(E),2,375.98,309.58,66.4,0.176605139,3M ESPE IMPREGUM PENTA STANDARD DOUBLE PACK                 
46712,net32,01/24/2019,13950,USA,Florence,SC,3M ESPE,3MD-7572,1,200,147.31,52.69,0.26345,3M ESPE VITREBOND PLUS DOUBLE PACK                          
46713,net32,01/24/2019,13912,USA,Akron,IN,KULZER,KUL-66048141,3,216,126.69,89.31,0.413472222,KULZER VENUS PEARL PLT REFILL A2 20/BX
46714,net32,01/24/2019,13950,USA,Florence,SC,KERR,KER-31513(EU),4,202,85.88,116.12,0.574851485,KERR OPTIBOND SOLO PLUS REFILL                              
46715,net32,01/24/2019,13972,USA,Houston,TX,3M ESPE,3MD-3525(E),2,200,150.48,49.52,0.2476,3M ESPE RELY X LUTING PLUS CEMENT                           
46716,net32,01/24/2019,13978,USA,Peoria,AZ,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46717,net32,01/24/2019,13970,USA,New Port Richey,FL,KERR,KER-33872,3,123.45,92.49,30.96,0.250789793,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
46718,net32,01/24/2019,13915,USA,Port Orange,FL,DENTSPLY,DEN-678775,3,207,145.56,61.44,0.296811594,DENTSPLY AQUASIL ULTRA REFILLS HEAVY REGULAR SET            
46719,net32,01/24/2019,13930,USA,San Diego,CA,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46720,net32,01/24/2019,13920,USA,Bloomfield,NJ,3M ESPE,3MD-7572,2,400,294.62,105.38,0.26345,3M ESPE VITREBOND PLUS DOUBLE PACK                          
46721,net32,01/24/2019,13958,USA,Oklahoma City,OK,SULTAN,SUL-77650,2,144,92.76,51.24,0.355833333,SULTAN DENTAL GENIE PUTTY RAPID SET 600ML/PK                
46722,net32,01/24/2019,13931,USA,Encinitas,CA,DENTSPLY,DEN-80395,1,118,69.85,48.15,0.408050847,DENTSPLY CAVITRON 30K FSI SLI-10S                           
46723,net32,01/24/2019,13942,USA,Fort Wayne,IN,KERR,KER-15146,6,35.94,15.6,20.34,0.565943239,KERR SYBRON K-FLEX FILES 25MM #35                           
46724,net32,01/24/2019,13958,USA,Oklahoma City,OK,3M ESPE,3MD-6021A3.5,2,119.98,80.5,39.48,0.329054842,3M ESPE FILTEK Z250 CAPSULE REFILL A3.5 (20/BX)             
46725,net32,01/24/2019,13917,USA,Mount Pleasant,SC,3M ESPE,3MD-7572,1,200,147.31,52.69,0.26345,3M ESPE VITREBOND PLUS DOUBLE PACK                          
46726,net32,01/24/2019,13903,USA,Litchfield Park,AZ,KERR,KER-36051(EU),8,516.8,324.24,192.56,0.372600619,KERR SONICFILL 2 UNIDOSE REFILL A1 20/PK                    
46727,net32,01/24/2019,13908,USA,Lake Stevens,WA,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46728,net32,01/24/2019,13961,USA,Oregon City,OR,3M ESPE,3MD-37231(E),2,231.8,173.74,58.06,0.250474547,3M ESPE KETAC CEMENT TRIPLE PACK                            
46729,net32,01/24/2019,13902,USA,Youngwood,PA,SHOFU,SHO-0182,2,71,49.08,21.92,0.308732394,SHOFU ONEGLOSS MIDI PN                                      
46730,net32,01/24/2019,13910,USA,Oviedo,FL,DENTSPLY,DEN-678774,1,108,54.08,53.92,0.499259259,DENTSPLY AQUASIL ULTRA REFILLS MONOPHASE FAST SET           
46731,net32,01/24/2019,13910,USA,Oviedo,FL,3M ESPE,3MD-56877,1,90,41.29,48.71,0.541222222,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
46732,net32,01/24/2019,13905,USA,Tucson,AZ,3M ESPE,3MD-1983RA,2,45.8,29.34,16.46,0.359388646,3M ESPE SOF-LEX POP-ON MANDRELS 1983
46733,net32,01/24/2019,13937,USA,Fenton,MI,SULTAN,SUL-21115,2,218,103.64,114.36,0.524587156,SULTAN DENTAL PUREVAC 5 LITRE BOTTLE                        
46734,net32,01/24/2019,13982,USA,Duluth,GA,SS WHITE,SSW-16001-5,1,33.2,17.08,16.12,0.485542169,SS WHITE BURS TRIM & FINISHING FG CFT1 (5/PK)               
46735,net32,01/24/2019,13925,USA,Schofield,WI,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46736,net32,01/24/2019,13962,USA,Katy,TX,3M ESPE,3MD-6021A2,4,230,161,69,0.3,3M ESPE FILTEK Z250 CAPSULE REFILL A2 (20/BX)               
46737,net32,01/24/2019,13960,USA,Duluth,GA,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46738,net32,01/24/2019,13938,USA,Duluth,GA,3M ESPE,3MD-6020A3(E),4,90,56.68,33.32,0.370222222,3M Espe Filtek Z250 Syringe A3                              
46739,net32,01/24/2019,13911,USA,Phoenix,AZ,3M ESPE,3MD-3525(E),2,200,150.48,49.52,0.2476,3M ESPE RELY X LUTING PLUS CEMENT                           
46740,net32,01/24/2019,13955,USA,Springfield,VA,KERR,ACT-261005,1,70.99,56.1,14.89,0.209747852,"EXPASYL APPLICATOR TIPS, PACKAGE OF 100 TIPS. STRAIGHT"
46741,net32,01/24/2019,13923,USA,Gresham,OR,3M ESPE,3MD-6021A1,1,60.5,40.25,20.25,0.334710744,3M ESPE FILTEK Z250 CAPSULE REFILL A1 (20/BX)
46742,net32,01/24/2019,13936,USA,Alliance,NE,3M ESPE,3MD-31765(E),1,280,156.62,123.38,0.440642857,3M ESPE IMPREGUM PENTA SOFT QUICK STEP MEDIUM
46743,net32,01/24/2019,13933,USA,Westchester,IL,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46744,net32,01/24/2019,13951,USA,Morehead,KY,3M ESPE,3MD-56877,2,174,82.58,91.42,0.525402299,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
46745,net32,01/24/2019,13931,USA,Encinitas,CA,3M ESPE,3MD-7312,2,100,70.94,29.06,0.2906,3M ESPE EXPRESS PUTTY                                       
46746,net32,01/24/2019,13971,USA,Albuquerque,NM,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46747,net32,01/24/2019,13945,USA,Temple,TX,KERR,KER-36053(EU),2,123,81.06,41.94,0.34097561,KERR SONICFILL 2 UNIDOSE REFILL A3 20/PK                    
46748,net32,01/24/2019,13940,USA,New York,NY,SHOFU,SHO-L528,2,34,13.1,20.9,0.614705882,SHOFU SUPER SNAP DISKS FINISHING DS DARK VIOLET             
46749,net32,01/24/2019,13921,USA,Dorchester,MA,3M ESPE,3MD-6020B2(E),4,106,56,50,0.471698113,3M ESPE FILTEK Z250 SYRINGE B2                              
46750,net32,01/24/2019,13966,USA,Spring Valley,NY,KERR,KER-14128,5,29,11.75,17.25,0.594827586,KERR SYBRON K-FILES 25MM #08                                
46751,net32,01/24/2019,13939,USA,Apex,NC,3M ESPE,3MD-712-036,1,165,42.57,122.43,0.742,3M Espe Transbond XT Adhesive Syringe 4/Pk
46752,net32,01/24/2019,13916,USA,Lake City,FL,DENTSPLY,DEN-678776,1,81,56.78,24.22,0.299012346,DENTSPLY AQUASIL ULTRA REFILLS HEAVY FAST SET               
46753,net32,01/24/2019,13956,USA,Portville,NY,KULZER,KUL-66048176,1,72,31.64,40.36,0.560555556,KULZER VENUS PEARL SYRINGE REFILL A2
46754,net32,01/24/2019,13934,USA,Hatboro,PA,KERR,KER-15298,4,28.4,10.4,18,0.633802817,KERR SYBRON K-FLEX FILES 21MM #15                           
46755,net32,01/24/2019,13947,USA,Flowood,MS,3M ESPE,3MD-51102(E),3,90,72.84,17.16,0.190666667,3M ESPE ADPER SINGLEBOND 2 6ml.                             
46756,net32,01/24/2019,13963,USA,Springfield,VA,3M ESPE,3MD-56877,2,174,82.58,91.42,0.525402299,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
46757,net32,01/24/2019,13932,USA,Downers Grove,IL,3M ESPE,3MD-12627(E),4,71.6,42.64,28.96,0.404469274,3M ESPE CLINPRO SEALANT SYRINGE REFILL 1 X1.2ML
46758,net32,01/24/2019,13956,USA,Maspeth,NY,KERR,KER-62249,1,13.4,2.35,11.05,0.824626866,Kerr Sybron K-Files 21mm #06Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
46759,net32,01/24/2019,13941,USA,Arlington,TX,KERR,KER-34242(E),20,958,923.6,34.4,0.035908142, Kerr Vertise Flow Syringe Refill A2 2/Pk
46760,net32,01/24/2019,13943,USA,Woodside,NY,KURARAY,KUR-2610-KA,1,52,30.89,21.11,0.405961538,
46761,net32,01/24/2019,13904,USA,Livermore,CA,KERR,KER-36052(EU),3,225,121.59,103.41,0.4596,KERR SONICFILL 2 UNIDOSE REFILL A2 20/PK                    
46762,net32,01/24/2019,13907,USA,San Jose,CA,3M ESPE,3MD-7302,1,85,10.01,74.99,0.882235294,3M ESPE EXPRESS LIGHT-BODY REGULAR SET (REFILL 2-PACK)      
46763,net32,01/24/2019,13928,USA,Sugar Land,TX,KERR,ACT-F00246,1,58,33.45,24.55,0.423275862,ACTEON SATELEC INSERT NO. 1 1/PK                            
46764,net32,01/24/2019,13979,USA,Norwich,CT,PREMIER(MISC),PRE-9007073,2,80,58.4,21.6,0.27,PREMIER HEMODENT 40 CC                                   
46765,net32,01/24/2019,13957,USA,Murfreesboro,TN,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46766,net32,01/24/2019,13926,USA,Sunnyvale,CA,3M ESPE,3MD-38236,1,45,23.49,21.51,0.478,3M ESPE DURELON TRIPLE SIZE POWDER (3X20gm)                 
46767,net32,01/24/2019,13906,USA,Saint John,IN,3M ESPE,3MD-1942FB,5,170,90.55,79.45,0.467352941,3M ESPE MASKS FLUID RESIST (50/BX)                          
46768,net32,01/24/2019,13929,USA,Georgetown,TX,GC,GCD-000239,1,83.45,57.64,25.81,0.309286998,GC MIRACLE MIX COMPLETE-KIT
46769,net32,01/24/2019,13929,USA,Georgetown,TX,3M ESPE,3MD-3525(E),1,110,75.24,34.76,0.316,3M ESPE RELY X LUTING PLUS CEMENT                           
46770,net32,01/24/2019,13926,USA,Sunnyvale,CA,3M ESPE,3MD-712-035,1,135,40.54,94.46,0.699703704,3M ESPE TRANSBOND XT SYRINGE  KIT                           
46771,net32,01/24/2019,13979,USA,Norwich,CT,3M ESPE,3MD-6021A3,10,540,402.5,137.5,0.25462963,3M ESPE FILTEK Z250 CAPSULE REFILL A3 (20/BX)               
46772,net32,01/24/2019,13926,USA,Sunnyvale,CA,3M ESPE,3MD-5904A3(E),4,73.2,41.52,31.68,0.432786885,3M ESPE Z100 SYRINGE A3                                     
46773,net32,01/24/2019,13927,USA,Monroe,CT,KULZER,KUL-65872354,1,82,50.08,31.92,0.389268293,KULZER GLUMA DESENSITIZER 5ML
46774,net32,01/24/2019,13929,USA,Georgetown,TX,SS WHITE,SSW-13330,1,120,88.56,31.44,0.262,SS WHITE BURS FG330 (100/PK)                                
46775,net32,01/24/2019,13979,USA,Norwich,CT,3M ESPE,3MD-6021A2,3,172.5,120.75,51.75,0.3,3M ESPE FILTEK Z250 CAPSULE REFILL A2 (20/BX)               
46776,net32,01/24/2019,13973,USA,Chesterfield,MO,KERR,ACT-261030,1,137,93.26,43.74,0.319270073,ACTEON EXPASYL CAPSULE STANDARD 20/PK
