date,time,type,order id,sku,description,quantity,order city,order state,order postal,product sales,selling fees,fba fees
25-Oct-18,10:46:51 PM PDT,Order,112-3598923-9975450,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,BROOKLYN,NY,11211-2833,15.4,-2.31,-9.18
25-Oct-18,11:45:11 PM PDT,Order,113-5810843-2831414,MOL-1443-1,"Tubigrip Tubular Bandage Size C, 2.75"" (Medium Arms, Small Ankles), Natural, 10M Box",1,FAIRFAX,CA,94930-1947,23.14,-2.78,-4.71
26-Oct-18,1:24:46 AM PDT,Order,112-6913555-9749818,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,Patchogue,NY,11772,30.99,-4.65,-3.19
26-Oct-18,1:29:51 AM PDT,Order,114-0344454-4777007,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,DELRAY BEACH,FL,33444-2048,75,-11.25,-3.19
26-Oct-18,2:31:30 AM PDT,Order,111-4107017-9119465,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,Guaynabo,PR,969,30.99,-4.65,-3.19
26-Oct-18,9:28:08 AM PDT,Order,113-8497685-2269814,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,NOBLESVILLE,IN,46062-9073,75,-11.25,-3.19
26-Oct-18,10:49:53 AM PDT,Order,114-6842001-8411445,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,FISHERS,INDIANA,46040-1466,10,-1.2,-4.71
26-Oct-18,3:13:43 PM PDT,Order,111-3149747-7350658,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Wichita,KS,67203-2504,10,-1.2,-4.71
26-Oct-18,3:27:08 PM PDT,Order,114-2635321-6930626,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,MIDLOTHIAN,VA,23114-3331,10,-1.2,-4.71
26-Oct-18,3:33:55 PM PDT,Order,111-7278175-9797846,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,DOUGLASSVILLE,PA,19518-9261,75,-11.25,-3.19
26-Oct-18,3:41:39 PM PDT,Order,112-1576608-0350617,MOL-281100,"Mepilex Border Lite Dressing, 2"" x 5"", 5/Bx",1,MEMPHIS,TN,38116-9419,14.8,-1.78,-3.19
26-Oct-18,4:23:00 PM PDT,Order,114-8987997-0162637,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,LONG BEACH,WA,98631-6203,30.99,-4.65,-3.19
26-Oct-18,5:31:12 PM PDT,Order,113-5589624-8068249,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,SEAFORD,NY,11783-3647,15.4,-2.31,-3.19
26-Oct-18,5:39:31 PM PDT,Order,111-7253123-7855413,MDL-MSC094420 (2),"Medline Remedy Skin Repair Cream with Olivamine, 32 oz. Bottle, Lightly Scented, for Dry and Cracked Skin 2 Pack",1,Laurel,Md.,20707,44.99,-5.4,-14.84
26-Oct-18,6:38:30 PM PDT,Order,113-8958512-9563467,MOL-1443-1,"Tubigrip Tubular Bandage Size C, 2.75"" (Medium Arms, Small Ankles), Natural, 10M Box",1,PHOENIX,AZ,85053-1113,23.13,-2.78,-4.71
26-Oct-18,7:18:10 PM PDT,Order,112-9213548-0061833,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,COLORADO SPRINGS,CO,80927-4095,15.4,-2.31,-3.19
26-Oct-18,10:31:13 PM PDT,Order,111-2587827-4922653,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,SEATTLE,WA,98119-3206,30.99,-4.65,-3.19
27-Oct-18,2:29:23 AM PDT,Order,112-1021283-5915425,WEL-52434-U(850),Welch Allyn 4.25 mm KleenSpec Disposable Ear Specula for Diagnostic Otoscopes Bag of 850 52434U,2,DORAL,FL,33178-1828,60,-7.2,-6.38
27-Oct-18,2:32:54 AM PDT,Order,113-3382721-2838607,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,ALDIE,VA,20105-4103,10,-1.2,-4.71
27-Oct-18,3:54:04 AM PDT,Order,111-2226813-8900269,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,Naples,FL,34109,75,-11.25,-3.19
27-Oct-18,6:59:34 AM PDT,Order,114-9913132-1165854,MOL-1443-1,"Tubigrip Tubular Bandage Size C, 2.75"" (Medium Arms, Small Ankles), Natural, 10M Box",1,CANTON,GA,30115-7729,23.13,-2.78,-4.71
27-Oct-18,10:03:28 AM PDT,Order,113-8089123-8654661,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,KILGORE,TX,75662-0156,15.4,-2.31,-3.19
27-Oct-18,11:51:23 AM PDT,Order,113-2049362-3185039,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,SURPRISE,AZ,85387-2770,10,-1.2,-4.71
27-Oct-18,12:48:42 PM PDT,Order,112-6687797-8723426,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,Plano,Texas,75093,75,-11.25,-3.19
27-Oct-18,1:34:46 PM PDT,Order,113-4245311-3814601,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,Madison,WI,53704,75,-11.25,-3.19
27-Oct-18,3:32:37 PM PDT,Order,113-4690562-4961842,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,Charlotte,NC,28207,75,-11.25,-3.19
27-Oct-18,3:44:12 PM PDT,Order,112-9542137-9280254,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Tonopah,Nevada,89049-3324,10,-2.4,-4.71
27-Oct-18,3:44:12 PM PDT,Order,112-9542137-9280254,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Tonopah,Nevada,89049-3324,10,0,-4.71
27-Oct-18,3:50:50 PM PDT,Order,114-7716812-5733004,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,NORMAN,OK,73071-1065,10,-1.2,-4.71
27-Oct-18,5:48:18 PM PDT,Order,113-7035043-1699467,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Severn,MD,21144-2325,10,-1.2,-4.71
27-Oct-18,5:53:10 PM PDT,Order,111-9012372-5862669,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,STATEN ISLAND,NY,10306,30.99,-4.65,-3.19
27-Oct-18,6:23:48 PM PDT,Order,114-7700155-8968201,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,2,NORTHPORT,NY,11768-2059,30.8,-4.62,-6.38
27-Oct-18,6:23:48 PM PDT,Order,114-7700155-8968201,SOT-154131,Sothys Active Cream,1,NORTHPORT,NY,11768-2059,20.74,-6.22,-3.19
27-Oct-18,6:23:48 PM PDT,Order,114-7700155-8968201,SOT-154131,Sothys Active Cream,1,NORTHPORT,NY,11768-2059,20.74,0,-3.19
27-Oct-18,6:25:19 PM PDT,Order,114-1435382-3162602,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,2,SEAFORD,NY,11783-2529,30.8,-6.93,-6.38
27-Oct-18,6:25:19 PM PDT,Order,114-1435382-3162602,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,SEAFORD,NY,11783-2529,15.4,0,-3.19
27-Oct-18,7:15:04 PM PDT,Order,112-6179007-3543408,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,SAN FRANCISCO,CA,94110-3715,30.99,-4.65,-3.19
27-Oct-18,8:50:47 PM PDT,Order,111-7952984-2931448,SOT-132126,Sothys - Nutritive Comfort Cream,1,Danville,CA,94526,37.79,-5.67,-3.19
27-Oct-18,8:56:05 PM PDT,Order,114-6795533-5867441,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,NAPLES,FL,34103-3407,75,-11.25,-3.19
27-Oct-18,8:56:51 PM PDT,Order,113-3124205-9117054,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,DALY CITY,CA,94014-2237,10,-3.6,-4.71
27-Oct-18,8:56:51 PM PDT,Order,113-3124205-9117054,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",2,DALY CITY,CA,94014-2237,20,0,-9.42
27-Oct-18,10:34:31 PM PDT,Order,114-8381645-0745000,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,THE WOODLANDS,TX,77389-5091,75,-11.25,-3.19
27-Oct-18,11:33:07 PM PDT,Order,113-6915322-9731410,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,FLOYDS KNOBS,IN,47119-9767,75,-11.25,-3.19
28-Oct-18,1:47:20 AM PDT,Order,111-6670983-5734659,MOL-1434,"Tubigrip, Natural, Size E, 3.5 inch diameter",1,Prescott,Az,86305,24.38,-3.66,-9.18
28-Oct-18,2:05:00 AM PDT,Adjustment,111-9568877-9885036,MDL-MSC094424 (3),FBA Inventory Reimbursement - Customer Return,1,,,,0,0,0
28-Oct-18,2:12:12 AM PDT,Order,114-9227512-9006651,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,LEONA VALLEY,CA,93551-7406,10,-1.2,-4.71
28-Oct-18,2:20:56 AM PDT,Order,112-7213302-0245035,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,SAN JOSE,CA,95120-2218,75,-11.25,-3.19
28-Oct-18,2:23:03 AM PDT,Order,114-4611250-0756222,MOL-1443-1,"Tubigrip Tubular Bandage Size C, 2.75"" (Medium Arms, Small Ankles), Natural, 10M Box",1,PITTSBURGH,PA,15213-2741,23.13,-2.78,-4.71
28-Oct-18,8:34:56 AM PDT,Order,111-5840749-8576214,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,Boxford,MA,1921,15.4,-2.31,-3.19
28-Oct-18,10:40:11 AM PDT,Order,113-0664521-0890620,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,EAU CLAIRE,WI,54701-6428,10,-1.2,-8.7
28-Oct-18,4:22:39 PM PDT,Order,114-9139431-7542658,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,Verona,WI,53593,15.4,-2.31,-3.19
28-Oct-18,8:04:37 PM PDT,Order,114-7325574-2409810,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,Moraga,CA,94556,75,-11.25,-3.19
28-Oct-18,8:17:05 PM PDT,Order,113-1239132-2754619,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,SCARSDALE,NY,10583-3145,30.99,-4.65,-3.19
28-Oct-18,8:30:36 PM PDT,Order,112-3762820-5639417,MDL-MSC094420 (2),"Medline Remedy Skin Repair Cream with Olivamine, 32 oz. Bottle, Lightly Scented, for Dry and Cracked Skin 2 Pack",1,BYRON CENTER,MI,49315-9513,44.99,-5.4,-5.85
28-Oct-18,8:46:41 PM PDT,Order,113-1732178-4512210,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,Burnt Hills,NY,12027,75,-11.25,-3.19
28-Oct-18,8:48:21 PM PDT,Order,114-0385559-4295422,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,HAWTHORNE,CA,90250-8788,10,-1.2,-4.71
28-Oct-18,9:19:44 PM PDT,Order,111-8570224-5493801,SOT-154131,Sothys Active Cream,1,RAPID CITY,MI,49676-9518,20.74,-3.11,-3.19
28-Oct-18,11:31:58 PM PDT,Order,111-5507850-2536251,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,MILWAUKEE,WI,53207-3076,10,-1.2,-4.71
29-Oct-18,12:27:39 AM PDT,Order,112-2278839-8888209,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,LOXAHATCHEE,FL,33470-3727,15.4,-2.31,-3.19
29-Oct-18,4:42:42 AM PDT,Order,113-2816068-1049820,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,LANCASTER,CA,93534-6205,15.4,-2.31,-3.19
29-Oct-18,6:17:49 AM PDT,Order,114-9602591-3471402,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,GRANGER,IN,46530-9156,10,-1.2,-4.71
29-Oct-18,11:35:18 AM PDT,Order,112-3058647-0433059,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,MATAWAN,NJ,07747-2715,75,-11.25,-3.19
29-Oct-18,2:31:46 PM PDT,Order,114-5723767-8905064,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,SAN DIEGO,CA,92122-1809,9.94,-1.19,-4.71
29-Oct-18,3:33:15 PM PDT,Order,112-5572158-9621042,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,FLUSHING,NY,11354-5753,15.4,-2.31,-3.19
29-Oct-18,3:35:25 PM PDT,Order,111-2242956-7804268,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,CORAL GABLES,FL,33134-6144,75,-11.25,-3.19
29-Oct-18,6:46:46 PM PDT,Order,111-3290165-5476263,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,TORRANCE,CA,90505-2920,30.85,-4.63,-3.19
29-Oct-18,7:01:08 PM PDT,Transfer,,,"To your account ending in: 8217, Bank Transfer ID: 102E88E0001BGD",,,,,0,0,0
29-Oct-18,7:31:04 PM PDT,Order,113-8489041-8722655,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,COMMERCE TOWNSHIP,MI,48390-1837,15.3,-2.3,-3.19
29-Oct-18,9:15:15 PM PDT,Order,113-4537190-6747452,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,LOGANVILLE,GA,30052-8769,10,-1.2,-4.71
29-Oct-18,9:17:47 PM PDT,Refund,114-9828662-0455409,SOT-140176,Sothys Hydra3Ha Intensive Hydrating Serum - 1.69 oz,1,PHILADELPHIA,PA,19107-5142,-39,4.68,0
29-Oct-18,10:56:38 PM PDT,Refund,114-0385559-4295422,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,HAWTHORNE,CA,90250-8788,-10,0.96,0
29-Oct-18,11:30:02 PM PDT,Order,112-4534524-8980215,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",2,OAK RIDGE,TN,37830-5606,19.4,-3.48,-9.42
29-Oct-18,11:30:02 PM PDT,Order,112-4534524-8980215,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,OAK RIDGE,TN,37830-5606,9.7,0,-4.71
30-Oct-18,2:27:43 AM PDT,Order,112-1981642-8312220,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,UPPER SADDLE RIVER,NJ,7458,75,-11.25,-3.19
30-Oct-18,4:41:55 AM PDT,Order,113-1112354-9292210,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,san francisco,ca,94127,75,-11.25,-3.19
30-Oct-18,11:27:07 AM PDT,Order,111-2337286-5253033,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,EL MONTE,CA,91731-3234,10,-1.2,-4.71
30-Oct-18,11:41:28 AM PDT,FBA Inventory Fee,181026WNL,,FBA Removal Order: Return Fee,,,,,0,0,0
30-Oct-18,12:52:26 PM PDT,Order,114-3707484-8679421,WEL-52434-U(850),Welch Allyn 4.25 mm KleenSpec Disposable Ear Specula for Diagnostic Otoscopes Bag of 850 52434U,1,TINTON FALLS,NJ,07724-3001,30,-3.6,-3.19
30-Oct-18,1:40:55 PM PDT,Order,113-9039303-8704268,SOT-140176,Sothys Hydra3Ha Intensive Hydrating Serum - 1.69 oz,1,Reeders,PA,18352,37.99,-5.7,-3.19
30-Oct-18,2:41:46 PM PDT,Order,113-7330963-0814605,SOT-140176,Sothys Hydra3Ha Intensive Hydrating Serum - 1.69 oz,1,BRONX,NY,10463-3278,37.73,-5.66,-3.19
30-Oct-18,2:59:54 PM PDT,Refund,112-6868550-1573839,WEL-52434-U(850),Welch Allyn 4.25 mm KleenSpec Disposable Ear Specula for Diagnostic Otoscopes Bag of 850 52434U,1,CINCINNATI,OH,45233-4579,-32.5,3.12,0
30-Oct-18,4:17:00 PM PDT,Order,112-4993681-6472240,SOT-140176,Sothys Hydra3Ha Intensive Hydrating Serum - 1.69 oz,1,VIENNA,VA,22181-5542,37.08,-5.56,-3.19
30-Oct-18,4:26:22 PM PDT,Order,113-9699147-8321832,SOT-132126,Sothys - Nutritive Comfort Cream,1,FRESNO,CA,93711-0722,37.35,-5.6,-3.19
30-Oct-18,4:29:11 PM PDT,Order,112-5894863-2440257,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,DENHAM SPRINGS,LA,70726-7636,9.7,-1.16,-4.71
30-Oct-18,4:40:21 PM PDT,Order,112-1950470-7205858,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Round Rock,Texas,78665,9.7,-1.16,-4.71
30-Oct-18,6:25:59 PM PDT,Order,113-2254032-8517064,MOL-1443-1,"Tubigrip Tubular Bandage Size C, 2.75"" (Medium Arms, Small Ankles), Natural, 10M Box",1,FLOURTOWN,PA,19031-1535,23.1,-2.77,-4.71
30-Oct-18,6:41:49 PM PDT,Order,112-9821173-5946657,SOT-140176,Sothys Hydra3Ha Intensive Hydrating Serum - 1.69 oz,1,York,PA,17404,37.65,-5.65,-3.19
30-Oct-18,6:47:40 PM PDT,Order,114-6755485-9587448,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,WASHINGTON,DC,20016-1870,15.4,-2.31,-3.19
30-Oct-18,8:55:45 PM PDT,Order,114-8870405-5598603,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,Fair Oaks,CA,95628,15.36,-2.3,-3.19
30-Oct-18,8:55:45 PM PDT,Order,114-8870405-5598603,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,Fair Oaks,CA,95628,30.95,-4.64,-3.19
30-Oct-18,8:59:01 PM PDT,Order,111-0142608-5401069,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,Cos Cob,CT,6807,75,-11.25,-3.19
30-Oct-18,9:39:11 PM PDT,Order,113-2484540-4449053,SOT-140176,Sothys Hydra3Ha Intensive Hydrating Serum - 1.69 oz,1,HANOVER,PA,17331-9232,37.74,-5.66,-3.19
30-Oct-18,9:40:45 PM PDT,Order,111-0216457-1759477,SOT-151230,"Sothys Hydra Protective Cream, 1.69 Fl Oz",1,Fairfax,VA,22030,22.68,-3.4,-3.19
30-Oct-18,10:38:30 PM PDT,Order,111-7660434-0057022,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,HOUSTON,TX,77008-1269,9.7,-1.16,-4.71
30-Oct-18,10:49:18 PM PDT,Order,113-3952700-3893840,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,San Diego,CA,92128,75,-11.25,-3.19
30-Oct-18,11:38:42 PM PDT,Order,111-7532330-8966613,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,Beverly Hills,California,90210,75,-11.25,-3.19
31-Oct-18,12:40:07 AM PDT,Order,113-8449618-2870605,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,Guthrie,OK,73044,30.8,-4.62,-3.19
31-Oct-18,1:11:31 AM PDT,Adjustment,,SOT-140174,FBA Inventory Reimbursement - Lost:Warehouse,1,,,,0,0,0
31-Oct-18,9:21:51 AM PDT,Order,112-4031114-5354648,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,EDINA,MN,55435-1553,9.7,-1.16,-4.71
31-Oct-18,12:25:59 PM PDT,Order,112-9220329-6568265,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,LOXAHATCHEE,FL,33470-2603,9.7,-1.16,-4.71
31-Oct-18,2:20:25 PM PDT,Order,114-5342791-9362642,SOT-184330,Sothys Noctuelle AHA's 1.69oz,7,VILLANOVA,PA,19085-2105,525,-78.75,-22.33
31-Oct-18,2:37:28 PM PDT,Order,111-7347887-9208266,MOL-1443-1,"Tubigrip Tubular Bandage Size C, 2.75"" (Medium Arms, Small Ankles), Natural, 10M Box",1,FARGO,ND,58103-3247,23.1,-2.77,-10.7
31-Oct-18,2:39:16 PM PDT,Order,111-5127072-2356232,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,HOUSTON,TEXAS,77056-3697,15.3,-2.3,-3.19
31-Oct-18,3:22:08 PM PDT,Order,114-9270384-4485011,SOT-140176,Sothys Hydra3Ha Intensive Hydrating Serum - 1.69 oz,1,BETHESDA,MD,20814-6085,36.93,-5.54,-3.19
31-Oct-18,3:22:08 PM PDT,Order,114-9270384-4485011,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,BETHESDA,MD,20814-6085,30.8,-4.62,-3.19
31-Oct-18,5:07:37 PM PDT,Order,113-5463944-4641050,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Austin,TX,78744-6436,9.7,-1.16,-4.71
31-Oct-18,6:18:22 PM PDT,Order,112-6540655-8721035,SOT-140176,Sothys Hydra3Ha Intensive Hydrating Serum - 1.69 oz,2,New York,NY,10003,73.86,-11.08,-6.38
31-Oct-18,6:25:45 PM PDT,Order,113-1096264-2165856,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,Brooklyn,New York,11211,15.28,-2.29,-3.19
31-Oct-18,6:29:21 PM PDT,Order,114-5119164-7579462,SOT-140176,Sothys Hydra3Ha Intensive Hydrating Serum - 1.69 oz,1,CHARLOTTE,NC,28211-2279,37.99,-5.7,-5.14
31-Oct-18,6:50:35 PM PDT,Order,111-3638473-3261051,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,FT LAUDERDALE,FL,33316-3842,9.7,-1.16,-4.71
01-Nov-18,1:32:21 AM PDT,Order,113-5450645-6845848,SOT-140176,Sothys Hydra3Ha Intensive Hydrating Serum - 1.69 oz,1,Hillsborough,California,94010-7219,36.93,-5.54,-3.19
01-Nov-18,1:48:54 AM PDT,Adjustment,113-2598056-9136248,MDL-NON80328,FBA Inventory Reimbursement - Customer Return,1,,,,0,0,0
01-Nov-18,2:21:23 AM PDT,Order,113-3049565-2093061,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,SOUND BEACH,NY,11789-2246,15.4,-2.31,-3.19
01-Nov-18,8:00:03 AM PDT,Order,113-5919308-0925856,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,BAYAMON,PR,956,30.8,-4.62,-3.19
01-Nov-18,8:34:46 AM PDT,Order,112-7146341-8488258,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Tucker,Georgia,30084,9.7,-1.16,-4.71
01-Nov-18,9:19:53 AM PDT,Order,111-1175350-4821050,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,WILLIAMSBURG,VA,23185-6506,9.7,-1.16,-4.71
01-Nov-18,12:29:47 PM PDT,Order,112-0301017-4640226,WEL-52434-U(850),Welch Allyn 4.25 mm KleenSpec Disposable Ear Specula for Diagnostic Otoscopes Bag of 850 52434U,1,San Antonio,Texas,78232,29.99,-7.2,-3.19
01-Nov-18,12:29:47 PM PDT,Order,112-0301017-4640226,WEL-52434-U(850),Welch Allyn 4.25 mm KleenSpec Disposable Ear Specula for Diagnostic Otoscopes Bag of 850 52434U,1,San Antonio,Texas,78232,29.99,0,-3.19
01-Nov-18,2:42:14 PM PDT,Adjustment,,MDL-NON80328,FBA Inventory Reimbursement - Damaged:Warehouse,1,,,,0,0,0
01-Nov-18,2:42:41 PM PDT,Order,113-6565313-5817859,WEL-52434-U(850),Welch Allyn 4.25 mm KleenSpec Disposable Ear Specula for Diagnostic Otoscopes Bag of 850 52434U,1,Dexter,ME,4930,29.99,-3.6,-3.19
01-Nov-18,3:24:17 PM PDT,Order,114-7045224-9636248,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,DENTON,TX,76205-8900,9.7,-1.16,-8.7
01-Nov-18,3:37:55 PM PDT,Order,114-8546903-3504228,SOT-154131,Sothys Active Cream,1,BROOKLYN,NY,11203-1156,19.79,-2.97,-3.19
01-Nov-18,4:26:16 PM PDT,Order,114-3776359-7889054,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,PENSACOLA,FL,32526-5021,9.7,-1.16,-4.71
01-Nov-18,4:46:09 PM PDT,Order,114-5298075-7803443,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,ZIONSVILLE,Indiana,46077,9.7,-1.16,-4.71
01-Nov-18,8:06:29 PM PDT,Order,114-8821723-6001854,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,KETTERING,OH,45429-7405,70,-10.5,-3.19
01-Nov-18,8:40:59 PM PDT,Order,114-4593382-6097837,WEL-52434-U(850),Welch Allyn 4.25 mm KleenSpec Disposable Ear Specula for Diagnostic Otoscopes Bag of 850 52434U,1,Overland Park,KS,66213-4669,29.99,-3.6,-3.19
01-Nov-18,8:44:52 PM PDT,Order,112-5370975-4346630,WEL-52434-U(850),Welch Allyn 4.25 mm KleenSpec Disposable Ear Specula for Diagnostic Otoscopes Bag of 850 52434U,1,ROSLYN,NY,11576-3106,29.99,-3.6,-3.19
01-Nov-18,9:05:11 PM PDT,Order,111-1442378-8327413,WEL-52434-U(850),Welch Allyn 4.25 mm KleenSpec Disposable Ear Specula for Diagnostic Otoscopes Bag of 850 52434U,1,ANNANDALE,VA,22003-2923,29.99,-3.6,-3.19
01-Nov-18,11:46:16 PM PDT,Order,111-7176197-6194645,WEL-52434-U(850),Welch Allyn 4.25 mm KleenSpec Disposable Ear Specula for Diagnostic Otoscopes Bag of 850 52434U,1,NEW HAVEN,CT,06515-2309,29.99,-3.6,-3.19
02-Nov-18,12:25:20 AM PDT,Order,111-9298710-7942609,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,HUMMELSTOWN,PA,17036-7820,70,-10.5,-3.19
02-Nov-18,12:32:49 AM PDT,Order,114-2519524-6372225,SOT-154131,Sothys Active Cream,1,BROOKLYN,NY,11203-1156,19.79,-2.97,-3.19
02-Nov-18,2:33:17 AM PDT,Order,111-3283211-6429031,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,Washington,DC,20007-1464,70,-10.5,-3.19
02-Nov-18,2:53:51 AM PDT,Order,111-1691567-2864220,SOT-132126,Sothys - Nutritive Comfort Cream,1,New Cumberland,Pa,17070,36.75,-5.51,-3.19
02-Nov-18,3:35:30 AM PDT,Order,111-1851069-0157861,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,BAYFIELD,CO,81122-9602,70,-10.5,-4.02
02-Nov-18,4:48:38 AM PDT,Order,113-4340161-3823452,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,Oakland,CA,94605-1027,15.28,-2.29,-3.19
02-Nov-18,5:25:48 AM PDT,Order,112-0922573-8397046,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,SALEM,OR,97302-6417,9.7,-1.16,-4.71
02-Nov-18,11:39:19 AM PDT,Order,112-1319227-4210652,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,MIAMI SPRINGS,FL,33166-3212,15.28,-2.29,-3.19
02-Nov-18,1:04:51 PM PDT,Order,111-7471482-1553047,SOT-151230,"Sothys Hydra Protective Cream, 1.69 Fl Oz",1,Tewksbury,MA,1876,22.68,-3.4,-3.19
02-Nov-18,2:29:14 PM PDT,Order,111-2867459-8100210,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,FREE UNION,VA,22940-1512,9.7,-1.16,-4.71
02-Nov-18,3:36:33 PM PDT,Order,111-6317328-1467447,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,PORTLAND,OR,97217-5443,9.7,-1.16,-10.7
02-Nov-18,4:18:03 PM PDT,Order,114-8883815-5907419,SOT-184330,Sothys Noctuelle AHA's 1.69oz,1,ROCHESTER HILLS,MICHIGAN,48306-2919,70,-10.5,-3.19
02-Nov-18,7:52:37 PM PDT,FBA Inventory Fee,181031K0V,,FBA Removal Order: Return Fee,,,,,0,0,0
