date,order id,country,order city,order state,item,quantity,product sales,total cost,profit,return on sales
08-03-2019,701-6440416-2544203,Canada,Brampton,ON,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
08-03-2019,701-5474646-2684247,Canada,Saskatoon,SK,LUX-NEO120B,1,45.85,32.02,13.83,0.301635769
08-03-2019,701-5173924-1962615,Canada,Ajax,ON,MDL-NON80328,1,14.5,10.7,3.8,0.262068966
08-03-2019,701-6249828-2596221,Canada,Hensall,ON,3MM-R1547,1,9.68,17.68,-8,-0.826446281
08-03-2019,701-3356072-2121858,Canada,Trenton,ON,3MM-1624W,1,25,17.75,7.25,0.29
08-03-2019,701-8531187-6394624,Canada,Morrisburg,ON,3MM-1624W,1,25,17.75,7.25,0.29
08-03-2019,702-0940619-2645862,Canada,Vaughan,ON,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
08-03-2019,702-0427738-2285821,Canada,Kincardine,ON,3MM-R1547,1,9.68,17.68,-8,-0.826446281
08-03-2019,702-6862166-7519445,Canada,Toronto,ON,3MM-1626W,2,53.88,37.61,16.27,0.301967335
08-03-2019,701-0043028-0661869,Canada,Toronto,ON,3MM-1626W,2,53.88,37.61,16.27,0.301967335
08-03-2019,702-2206223-5443417,Canada,st. John's,NL,PRK-12-02(A),1,8,5.56,2.44,0.305
08-03-2019,701-5936240-8138648,Canada,Dorval,QC,3MM-1624W,2,50,44.52,5.48,0.1096
08-03-2019,701-0111226-9501005,Canada,Baie-Comeau,QC,3MM-R1547,4,38.72,70.71,-31.99,-0.826188017
08-03-2019,702-4560575-2499417,Canada,Vancouver,BC,PRK-03-08(X2),1,14.1,11.15,2.95,0.209219858
08-03-2019,702-2166856-9494608,Canada,winnipeg,MB,PRK-12-02(A),1,8,5.56,2.44,0.305
08-03-2019,702-1580898-0994641,Canada,Gatineau,QC,PRK-03-08(X2),1,14.1,11.15,2.95,0.209219858
08-03-2019,702-7778508-6279424,Canada,Montreal,QC,3MM-1624W,1,25.5,21.59,3.91,0.153333333
08-03-2019,702-2656791-8589812,Canada,Calgary,AB,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
08-03-2019,702-7745088-3109054,Canada,brandon,MB,3MM-1626W,1,26.94,19.24,7.7,0.285820341
08-03-2019,702-7518472-5759459,Canada,Edmonton,AB,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
08-03-2019,701-1693769-1162640,Canada,Quebec,QC,BSN-76168,1,16.99,14.67,2.32,0.136550912
08-03-2019,701-0591915-8932231,Canada,Mississauga,ON,MDL-NON80328,1,14.5,11.17,3.33,0.229655172
08-03-2019,701-0989969-2397858,Canada,vancouver,BC,3MM-R1547,1,9.68,17.68,-8,-0.826446281
08-03-2019,701-7373841-8073837,Canada,DELTA,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
08-03-2019,701-7888644-7521039,Canada,Vancouver,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
08-03-2019,701-2588070-2325020,Canada,Comox,BC,3MM-1624W,1,25,17.75,7.25,0.29
08-03-2019,701-3142362-7239416,Canada,Surrey,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
08-03-2019,702-2717617-9669016,Canada,Kelowna,BC,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
08-03-2019,702-3239484-4459461,Canada,Hamilton,ON,3MM-1624W,1,25,18.19,6.81,0.2724
09-03-2019,702-0911270-0677836,Canada,guelph,ON,OMR-BP742N,1,65,45.48,19.52,0.300307692
09-03-2019,701-5706457-6614639,Canada,Kitchener,ON,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
09-03-2019,701-0769742-8865032,Canada,St Catharines,ON,3MM-1626W,1,26.94,19.24,7.7,0.285820341
09-03-2019,701-0769742-8865032,Canada,St Catharines,ON,3MM-1624W,1,25.84,18.29,7.55,0.292182663
09-03-2019,702-8874968-4936216,Canada,Burlington,ON,PRK-12-02(A),1,8,7.15,0.85,0.10625
09-03-2019,701-9560191-8757810,Canada,Trout Brook,NB,MDL-NON80328,1,14.5,11.17,3.33,0.229655172
09-03-2019,702-7514501-1749841,Canada,Saint John,NB,3MM-1624W,1,25,18.19,6.81,0.2724
09-03-2019,701-3026488-3227423,Canada,Quispamsis,NB,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
09-03-2019,701-5166115-0325046,Canada,Laval,QC,LUX-NEO110B,1,39.85,27.59,12.26,0.307653701
09-03-2019,701-7479647-7590617,Canada,Victoriaville,QC,LUX-NEO120B,1,45.85,32.02,13.83,0.301635769
09-03-2019,702-2447079-3211421,Canada,DARTMOUTH NS B2W 0L3,NS,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
09-03-2019,701-8461641-0418602,Canada,Toronto,ON,3MM-1624W,1,25,18.19,6.81,0.2724
09-03-2019,701-6527194-9953005,Canada,Toronto,ON,3MM-1624W,1,25,18.19,6.81,0.2724
09-03-2019,701-8728819-7173813,Canada,Oshawa,ON,LUX-NEO185B,1,55,39.63,15.37,0.279454545
09-03-2019,701-2437995-5881040,Canada,Gatineau,QC,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
09-03-2019,702-9412695-7757024,Canada,Richelieu,QC,PRK-12-02(A),1,8,5.83,2.17,0.27125
09-03-2019,702-9668395-3024213,Canada,Toronto,ON,3MM-1624W,1,25,18.19,6.81,0.2724
09-03-2019,702-9668395-3024213,Canada,Toronto,ON,3MM-1626W,1,26.94,19.24,7.7,0.285820341
09-03-2019,702-7296183-8788242,Canada,Airdrie,AB,3MM-R1547,1,9.68,18.44,-8.76,-0.904958678
09-03-2019,702-4863531-4925009,Canada,Chestermere,AB,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
09-03-2019,701-0344644-9911455,Canada,Calgary,AB,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
09-03-2019,701-4595409-3610659,Canada,Vancouver,BC,3MM-1626W,4,107.76,76.97,30.79,0.285727543
09-03-2019,701-7572835-1150617,Canada,Calgary,AB,PRK-03-08(X2),1,14.1,11.15,2.95,0.209219858
09-03-2019,702-8110623-5541037,Canada,Calgary,AB,MDL-NON80328,1,14.5,11.17,3.33,0.229655172
09-03-2019,701-7412506-7888218,Canada,Hamilton,ON,PRK-01-08(X2),1,13.45,10.98,2.47,0.183643123
09-03-2019,702-0285279-5511454,Canada,Woodstock,ON,3MM-1624W,1,25,18.19,6.81,0.2724
09-03-2019,701-3724602-6834665,Canada,Brantford,ON,PRK-12-02(A),1,8,5.83,2.17,0.27125
09-03-2019,701-9834771-4596200,Canada,Vancouver,BC,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
09-03-2019,701-2736357-1265839,Canada,Vancouver,BC,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
09-03-2019,702-4137085-5965061,Canada,Maple Ridge,BC,3MM-R1547,1,9.68,18.45,-8.77,-0.905991736
09-03-2019,702-4137085-5965061,Canada,Maple Ridge,BC,3MM-R1547,1,9.68,16.91,-7.23,-0.746900826
09-03-2019,702-7923875-9206633,Canada,Newmarket,ON,3MM-1626W,1,26.94,19.24,7.7,0.285820341
09-03-2019,702-2381403-5400241,Canada,Surrey,BC,3MM-1624W,1,25,17.75,7.25,0.29
09-03-2019,701-2299967-8833825,Canada,Montreal,QC,3MM-1624W,1,25,18.19,6.81,0.2724
09-03-2019,701-8548360-8552205,Canada,Brampton,ON,3MM-1624W,1,25,18.19,6.81,0.2724
09-03-2019,701-0899541-3689052,Canada,Burnaby,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
09-03-2019,701-0969896-5346667,Canada,Nanaimo,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
09-03-2019,702-3311117-9077805,Canada,Williams Lake,BC,LUX-NEO120B,1,45.85,32.02,13.83,0.301635769
09-03-2019,701-9938283-4955428,Canada,Victoria,BC,LUX-NEO120B,1,45.85,32.02,13.83,0.301635769
10-03-2019,701-2274662-0485055,Canada,EDMONTON,AB,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
10-03-2019,702-8257975-3817817,Canada,Calgary,AB,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
10-03-2019,701-6157900-8669008,Canada,Saskatoon,SK,PRK-03-08(X2),1,14.1,11.15,2.95,0.209219858
10-03-2019,702-4387807-6527457,Canada,Montreal,QC,BSN-76168,1,16.99,14.67,2.32,0.136550912
10-03-2019,702-8467511-7242653,Canada,Winnipeg,MB,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
10-03-2019,701-7705228-6260221,Canada,kelowna,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
10-03-2019,701-1821252-3242639,Canada,Turner Valley,AB,3MM-R1547,1,9.68,17.68,-8,-0.826446281
10-03-2019,702-5196798-3161006,Canada,Red Deer,AB,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
10-03-2019,702-1651613-7715429,Canada,Topley,BC,PRK-12-02(A),1,8,5.56,2.44,0.305
10-03-2019,701-0602595-3522644,Canada,Aurora,ON,MDL-NON80328,1,14.5,11.86,2.64,0.182068966
10-03-2019,701-0602595-3522644,Canada,Aurora,ON,MDL-NON80328,1,14.5,9.54,4.96,0.342068966
10-03-2019,702-9976704-6849809,Canada,Sherbrooke,QC,3MM-1624W,1,25,18.19,6.81,0.2724
10-03-2019,702-7337411-9253026,Canada,Embrun,ON,3MM-1626W,2,53.88,38.48,15.4,0.285820341
10-03-2019,702-2002360-4705012,Canada,Brampton,ON,3MM-1624W,2,50,41.57,8.43,0.1686
10-03-2019,701-3258907-1599415,Canada,Oakville,ON,PRK-03-08(X2),1,14.1,17.77,-3.67,-0.260283688
10-03-2019,702-7943366-0203407,Canada,Brampton,ON,LUX-NEO110W,1,38.85,27.83,11.02,0.283655084
10-03-2019,702-6257253-1363451,Canada,St. Williams,ON,LUX-NEO120B,2,91.7,64.03,27.67,0.30174482
10-03-2019,702-0508857-2632241,Canada,Mississauga,ON,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
10-03-2019,702-4190613-6162669,Canada,Stoney Creek,ON,LUX-NEO120B,1,45.85,32.02,13.83,0.301635769
10-03-2019,702-4218326-8949033,Canada,Levack,ON,PRK-12-02(A),1,8,5.56,2.44,0.305
10-03-2019,702-7114459-7565037,Canada,Alma,QC,LUX-NEO110B,1,39.85,39.06,0.79,0.019824341
10-03-2019,702-7114459-7565037,Canada,Alma,QC,LUX-NEO110B,2,79.7,42.24,37.46,0.470012547
10-03-2019,702-1362601-6236227,Canada,DELTA,BC,PRK-03-08(X2),1,14.1,11.15,2.95,0.209219858
10-03-2019,701-9572253-7241058,Canada,Truro,NS,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
10-03-2019,702-3088623-0225810,Canada,Bedford,NS,LUX-NEO120B,1,45.85,32.02,13.83,0.301635769
10-03-2019,701-9478268-4176234,Canada,Scarborough,ON,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
10-03-2019,701-6323806-4490618,Canada,Scarborough,ON,LUX-NEO120B,1,45.85,32.02,13.83,0.301635769
10-03-2019,702-4891073-4693862,Canada,Longueuil,QC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
10-03-2019,701-6514724-5907404,Canada,Montreal,QC,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
10-03-2019,702-6307508-5997012,Canada,Saint-Jean-Sur-Richelieu,QC,PRK-12-02(A),1,8,5.83,2.17,0.27125
10-03-2019,702-6768195-2201863,Canada,Fort McMurray,AB,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
10-03-2019,702-7037214-1264221,Canada,McDougall,ON,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
10-03-2019,702-4958727-7985814,Canada,Saint-Lazare,QC,3MM-1624W,1,25,18.19,6.81,0.2724
10-03-2019,702-2926926-7194651,Canada,Ottawa,ON,BSN-76168,1,16.99,19.65,-2.66,-0.156562684
10-03-2019,701-2570558-8749060,Canada,Mississauga,ON,MDL-NON80328,1,14.5,11.17,3.33,0.229655172
10-03-2019,701-2600009-8889009,Canada,Calgary,AB,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
10-03-2019,702-1077163-3930611,Canada,Windsor,ON,3MM-1624W,1,25,21.96,3.04,0.1216
10-03-2019,701-8442076-5617004,Canada,Windsor,ON,3MM-1624W,1,26.66,18.39,8.27,0.310202551
10-03-2019,702-9063888-7314656,Canada,Toronto,ON,PRK-12-02(A),1,8,5.83,2.17,0.27125
10-03-2019,701-6558961-5713066,Canada,Ajax,ON,3MM-1624W,1,25,18.19,6.81,0.2724
10-03-2019,701-8255928-0296244,Canada,Oshawa,ON,3MM-1624W,1,25,18.19,6.81,0.2724
10-03-2019,702-1670267-5405013,Canada,Ancaster,ON,3MM-R1547,1,9.68,18.72,-9.04,-0.933884298
10-03-2019,702-1670267-5405013,Canada,Ancaster,ON,3MM-R1547,1,9.68,17.18,-7.5,-0.774793388
10-03-2019,702-4681506-7549028,Canada,Waterdown,ON,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
10-03-2019,702-2198487-4659401,Canada,Surrey,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
10-03-2019,701-8779151-9345831,Canada,LASALLE,QC,CON-187660,1,20.99,16.54,4.45,0.212005717
10-03-2019,702-7608806-2995460,Canada,Vancouver,BC,3MM-R1547,3,29.04,53.04,-24,-0.826446281
10-03-2019,702-8295821-0877037,Canada,Surrey,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
10-03-2019,701-9937015-5664226,Canada,Surrey,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
10-03-2019,701-5346380-3112219,Canada,Surrey,BC,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
10-03-2019,701-5120004-1580264,Canada,Vernon,BC,3MM-1624W,1,25,17.75,7.25,0.29
10-03-2019,701-1832267-2889854,Canada,Lake Country,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
10-03-2019,701-8474662-9125053,Canada,Surrey,BC,LUX-NEO110B,1,39.85,32.09,7.76,0.194730238
10-03-2019,701-5981718-1397834,Canada,Aldergrove,BC,3MM-1624W,1,25,17.75,7.25,0.29
10-03-2019,701-3792636-7349824,Canada,Delta,BC,LUX-NEO320B,1,69.85,52.88,16.97,0.242949177
10-03-2019,702-5272708-9094647,Canada,Surrey,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
10-03-2019,701-8559649-8518652,Canada,guelph,ON,MDL-NON80328,1,14.5,11.17,3.33,0.229655172
11-03-2019,701-9375948-6170644,Canada,Edmonton,AB,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,702-9545561-2709828,Canada,Edmonton,AB,LUX-NEO110B,2,79.7,54.2,25.5,0.319949812
11-03-2019,702-5229975-6989856,Canada,Edmonton,AB,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,701-2661012-2750648,Canada,Toronto,ON,MDL-NON80328,1,14.5,11.17,3.33,0.229655172
11-03-2019,702-3850454-9026636,Canada,Scarborough,ON,3MM-1624W,1,25,18.19,6.81,0.2724
11-03-2019,701-0200169-3725033,Canada,Ottawa,ON,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
11-03-2019,701-0161940-5160236,Canada,Calgary,AB,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,701-3075794-2629061,Canada,Calgary,AB,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
11-03-2019,702-6042894-4863411,Canada,Calgary,AB,MDL-NON80328,1,14.5,10.7,3.8,0.262068966
11-03-2019,702-4899426-5888256,Canada,Calgary,AB,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
11-03-2019,702-4343651-1428265,Canada,Calgary,AB,LUX-NEO110B,3,119.55,81.29,38.26,0.320033459
11-03-2019,702-4059836-1305820,Canada,Saskatoon,SK,3MM-R1547,1,9.68,18.34,-8.66,-0.894628099
11-03-2019,701-4395506-2405861,Canada,Richmond Hill,ON,PRK-12-02(A),1,8,5.83,2.17,0.27125
11-03-2019,701-1240884-4956238,Canada,Brampton,ON,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
11-03-2019,702-6130200-5913864,Canada,Richmond Hill,ON,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
11-03-2019,701-8627946-5533839,Canada,Winnipeg,MB,LUX-NEO110B,1,39.85,33.08,6.77,0.169887077
11-03-2019,701-8627946-5533839,Canada,Winnipeg,MB,LUX-NEO110B,1,39.85,21.12,18.73,0.470012547
11-03-2019,702-7296998-8086654,Canada,Winnipeg,MB,LUX-NEO120B,1,45.85,32.02,13.83,0.301635769
11-03-2019,702-7431234-5515461,Canada,Brampton,ON,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,702-1742626-7867434,Canada,KIRKFIELD,ON,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
11-03-2019,702-6063209-7831464,Canada,Penticton,BC,LUX-NEO110B,1,39.85,34.96,4.89,0.122710163
11-03-2019,701-5614168-0507418,Canada,Prince George,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,702-4055143-0495401,Canada,Toronto,ON,3MM-1624W,1,25,18.19,6.81,0.2724
11-03-2019,701-4297865-2455422,Canada,Belfast,PE,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
11-03-2019,701-0091713-8847411,Canada,Shawnigan lake,BC,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
11-03-2019,701-5993488-0425837,Canada,Edmonton,AB,PRK-03-08(X2),1,14.1,11.15,2.95,0.209219858
11-03-2019,701-8639981-8149067,Canada,Maple Vaughan,ON,LUX-NEO320B,4,279.4,178.82,100.58,0.359985684
11-03-2019,701-2629087-9876238,Canada,Toronto,ON,LUX-NEO110B,1,39.85,32.57,7.28,0.182685069
11-03-2019,701-9229696-9884250,Canada,Brampton,ON,LUX-NEO320B,4,279.4,178.82,100.58,0.359985684
11-03-2019,701-4659448-1968269,Canada,Toronto,ON,LUX-NEO110B,3,119.55,81.29,38.26,0.320033459
11-03-2019,701-7997330-9487426,Canada,Thunder Bay,ON,LUX-NEO185B,1,55,39.11,15.89,0.288909091
11-03-2019,701-0094376-3947402,Canada,Gatineau,QC,LUX-NEO120B,1,45.85,32.02,13.83,0.301635769
11-03-2019,701-2966296-9961035,Canada,Ottawa,ON,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,701-0319306-0233076,Canada,Thunder Bay,ON,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,701-3016370-0181047,Canada,Whitby,ON,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
11-03-2019,701-6146743-5494612,Canada,Brampton,ON,3MM-1626W,1,26.94,22.47,4.47,0.165924276
11-03-2019,701-6146743-5494612,Canada,Brampton,ON,3MM-1626W,1,26.94,16.01,10.93,0.405716407
11-03-2019,701-4497786-9644265,Canada,Mississauga,ON,LUX-NEO120B,1,45.85,32.02,13.83,0.301635769
11-03-2019,701-8181588-5525008,Canada,Antigonish,NS,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,702-0480893-3605029,Canada,Shawinigan,QC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,702-1760344-5466612,Canada,North York,ON,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
11-03-2019,701-7099508-8317007,Canada,Kitchener,ON,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
11-03-2019,702-7503103-5101060,Canada,LaSalle,ON,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,701-4540378-7717807,Canada,Charlottetown,PE,3MM-1626W,1,26.94,28.49,-1.55,-0.057535264
11-03-2019,701-4540378-7717807,Canada,Charlottetown,PE,3MM-1626W,1,26.94,15.57,11.37,0.422048998
11-03-2019,701-4540378-7717807,Canada,Charlottetown,PE,3MM-1626W,1,26.94,15.57,11.37,0.422048998
11-03-2019,701-4540378-7717807,Canada,Charlottetown,PE,3MM-1626W,1,26.94,15.57,11.37,0.422048998
11-03-2019,702-5706981-2272219,Canada,Etobicoke,ON,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,702-4696094-5733066,Canada,Blind River,ON,3MM-1624W,1,25,18.19,6.81,0.2724
11-03-2019,702-1176999-3558648,Canada,KITCHENER,ON,BSN-76168,1,16.99,14.67,2.32,0.136550912
11-03-2019,701-1704087-6892221,Canada,Penticton,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,702-0012471-4057822,Canada,Spruce Grove,AB,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
11-03-2019,701-2058811-8316213,Canada,Spruce grove,AB,3MM-R1547,1,9.68,17.68,-8,-0.826446281
11-03-2019,702-7259254-2407465,Canada,Beaumont,AB,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,701-9565009-5537819,Canada,St-Gervais,QC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,702-7303200-9512238,Canada,Whitehorse,YT,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
11-03-2019,701-6465193-1469808,Canada,bracebridge,ON,3MM-1624W,1,25,18.19,6.81,0.2724
11-03-2019,701-5254971-1863439,Canada,Mississauga,ON,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
11-03-2019,701-9033543-8650615,Canada,Rimbey,AB,3MM-1626W,1,26.94,19.24,7.7,0.285820341
11-03-2019,702-8812063-6782624,Canada,West Kelowna,BC,MDL-NON80328,1,14.5,11.17,3.33,0.229655172
11-03-2019,702-2068333-3311463,Canada,Toronto,ON,OMR-BP742N,1,65,45.48,19.52,0.300307692
11-03-2019,701-1062736-5479439,Canada,Toronto,ON,PRK-12-02(A),1,8,5.83,2.17,0.27125
11-03-2019,701-9572696-2034661,Canada,Toronto,ON,OMR-BP742N,1,65,45.48,19.52,0.300307692
11-03-2019,702-7812990-0187458,Canada,Hamilton,ON,PRK-12-02(A),1,8,10.59,-2.59,-0.32375
11-03-2019,701-9066902-1908229,Canada,Surrey,BC,LUX-NEO110B,1,39.85,33.08,6.77,0.169887077
11-03-2019,701-9066902-1908229,Canada,Surrey,BC,LUX-NEO110B,1,39.85,21.12,18.73,0.470012547
11-03-2019,702-7331846-0516226,Canada,North Vancouver,BC,LUX-NEO110B,1,39.85,39.06,0.79,0.019824341
11-03-2019,702-7331846-0516226,Canada,North Vancouver,BC,LUX-NEO110B,1,39.85,21.12,18.73,0.470012547
11-03-2019,702-7331846-0516226,Canada,North Vancouver,BC,LUX-NEO110B,1,39.85,21.12,18.73,0.470012547
11-03-2019,701-2413753-0718608,Canada,West Vancouver,BC,MDL-NON80328,1,14.5,10.7,3.8,0.262068966
11-03-2019,701-7932283-9244206,Canada,Burnaby,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,701-6737634-3716260,Canada,Langley,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,702-0532291-8763407,Canada,Surrey,BC,3MM-R1547,1,9.68,17.68,-8,-0.826446281
11-03-2019,702-5023746-3897851,Canada,Victoria,BC,3MM-R1547,1,9.68,17.68,-8,-0.826446281
11-03-2019,701-3719668-3644258,Canada,Burnaby,BC,LUX-NEO110B,1,39.85,39.06,0.79,0.019824341
11-03-2019,701-3719668-3644258,Canada,Burnaby,BC,LUX-NEO110B,1,39.85,21.12,18.73,0.470012547
11-03-2019,701-3719668-3644258,Canada,Burnaby,BC,LUX-NEO110B,1,39.85,21.12,18.73,0.470012547
11-03-2019,702-6289766-4147404,Canada,Vancouver,BC,3MM-1626W,1,26.94,18.8,8.14,0.302152932
11-03-2019,702-2150283-6231412,Canada,Surrey,BC,LUX-NEO110B,1,39.85,33.08,6.77,0.169887077
11-03-2019,702-2150283-6231412,Canada,Surrey,BC,LUX-NEO110B,1,39.85,21.12,18.73,0.470012547
11-03-2019,702-8291284-1077010,Canada,VANCOUVER,BC,3MM-R1547,1,9.68,17.68,-8,-0.826446281
11-03-2019,701-9762800-0741840,Canada,Surrey,BC,LUX-NEO110B,1,39.85,34.18,5.67,0.142283563
11-03-2019,702-4772067-8899426,Canada,Coquitlam,BC,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
11-03-2019,702-2481779-9970647,Canada,Surrey,BC,PRK-12-02(A),1,8,5.56,2.44,0.305
12-03-2019,701-8124197-4305812,Canada,Edmonton,AB,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
12-03-2019,701-1108344-3593067,Canada,Edmonton,AB,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
12-03-2019,702-1695705-7430639,Canada,Ottawa,ON,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
12-03-2019,701-2553416-0800214,Canada,Gatineau,QC,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
12-03-2019,702-9396780-2947405,Canada,Chambly,QC,BSN-76168,1,16.99,14.67,2.32,0.136550912
12-03-2019,702-7657071-9657819,Canada,Sydney,NS,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
12-03-2019,702-4666805-2908267,Canada,Espanola,ON,BSN-76168,1,16.99,16.71,0.28,0.016480283
12-03-2019,702-4666805-2908267,Canada,Espanola,ON,BSN-76168,1,16.99,12.63,4.36,0.256621542
12-03-2019,702-9794679-9831461,Canada,Ottawa,ON,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
12-03-2019,702-5507132-5434600,Canada,Winnipeg,MB,LUX-NEO120B,1,45.85,32.02,13.83,0.301635769
12-03-2019,702-9235407-1114655,Canada,Winnipeg,MB,3MM-R1547,1,9.68,17.68,-8,-0.826446281
12-03-2019,701-2487849-3435462,Canada,Winnipeg,MB,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
12-03-2019,702-6583353-7660215,Canada,Red Deer,AB,3MM-1624W,1,25,17.75,7.25,0.29
12-03-2019,701-0250658-3523419,Canada,Regina,SK,LUX-NEO120B,2,91.7,64.03,27.67,0.30174482
12-03-2019,702-5265595-6603413,Canada,Ymir,BC,LUX-NEO320B,1,69.85,44.71,25.14,0.359914102
12-03-2019,701-9902132-4997841,Canada,Coldstream,BC,3MM-1626W,1,26.94,18.8,8.14,0.302152932
12-03-2019,701-5550119-6555454,Canada,Toronto,ON,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
12-03-2019,701-1170441-2456258,Canada,Dartmouth,NS,BSN-76168,1,16.99,14.67,2.32,0.136550912
12-03-2019,701-4236697-3753837,Canada,Brampton,ON,LUX-NEO120B,1,45.85,32.02,13.83,0.301635769
12-03-2019,702-6211468-3776233,Canada,Ottawa,ON,LUX-NEO120B,1,45.85,32.02,13.83,0.301635769
12-03-2019,702-2326014-3329825,Canada,Victoria,BC,3MM-1624W,1,25,18.19,6.81,0.2724
12-03-2019,702-0420488-7065808,Canada,Brampton,ON,LUX-NEO110B,1,39.85,27.1,12.75,0.319949812
12-03-2019,701-4883114-5735451,Canada,KINGSTON,ON,LUX-NEO250B,1,59.95,43.55,16.4,0.273561301
12-03-2019,701-7778940-3555459,Canada,Madoc,ON,3MM-R1547,1,9.68,17.95,-8.27,-0.854338843
12-03-2019,701-4923100-8918629,Canada,Furry Creek,BC,PRK-03-08(X2),2,28.2,22.29,5.91,0.209574468
12-03-2019,701-2905019-8967465,Canada,Montreal,QC,PRK-03-08(X2),1,14.1,17.77,-3.67,-0.260283688
12-03-2019,702-7294105-2597040,Canada,Edmonton,AB,PRK-12-02(A),1,8,5.56,2.44,0.305
12-03-2019,702-1014900-2709021,Canada,Edmonton,AB,PRK-12-02(A),1,8,5.56,2.44,0.305
