date,order id,item,country,order city,order state,quantity,revenue,total cost,profit
06-08-2019,113-0452168-4069030,3MM-1624W,,ALBUQUERQUE,NM,1,14.45,14.01,0.44
06-08-2019,111-0448147-7736205,3MM-1624W(20B),,LOMPOC,CA,1,5.5,4.54,0.96
06-08-2019,114-5549721-0687465,3MM-R1546(B),,EL CERRITO,CA,1,23.77,20.04,3.73
06-08-2019,113-5053930-2365837,3MM-1624W(20B),,LONGBOAT KEY,FL,1,5.5,4.86,0.64
06-08-2019,113-5053930-2365837,3MM-1624W(20B),,LONGBOAT KEY,FL,2,11,6.76,4.24
06-08-2019,114-5200316-3231430,CON-183910,,ELKHART,TX,1,11.86,8.8,3.06
06-08-2019,112-0321262-8124203,3MM-R1547(10),,BOISE,ID,1,5.5,4.52,0.98
06-08-2019,112-0321262-8124203,3MM-R1547(10),,BOISE,ID,1,5.5,4.64,0.86
06-08-2019,114-4534273-6225050,3MM-R1547(10),,BOISE,ID,1,5.5,5.08,0.42
06-08-2019,111-2999493-8128228,3MM-1624W(20B),,HIDDEN VALLEY LAKE,CA,1,5.5,4.54,0.96
06-08-2019,111-1165606-4925812,3MM-1624W(20B),,SACHSE,TX,1,5.5,4.54,0.96
06-08-2019,113-8920609-0749010,WEL-24400U,,LA VERGNE,TN,1,6.44,6.03,0.41
06-08-2019,112-8962217-5899449,S&N-66000317,,WOODLAND HILLS,CA,1,8.25,5.08,3.17
06-08-2019,112-8962217-5899449,S&N-66000317,,WOODLAND HILLS,CA,1,8.25,4.76,3.49
06-08-2019,113-2336275-1171443,S&N-66000040,,WALLINGFORD,PA,1,14.2,12.57,1.63
06-08-2019,114-5113941-3744254,MDL-MSC092625H,,HOUSTON,TX,1,7.54,5.87,1.67
06-08-2019,114-6338054-2532207,BRO-HGCS-R,,FALSE PASS,AK,1,17.66,15.68,1.98
06-08-2019,114-6959735-0730606,WEL-24400U,,MELBOURNE,FL,1,6.44,6.03,0.41
07-08-2019,112-2923104-5715449,MDL-MSC092915H(X3),,BRISTOL,TN,1,9.63,7.55,2.08
07-08-2019,112-2923104-5715449,MDL-MSC092915H(X3),,BRISTOL,TN,1,9.63,6.23,3.4
07-08-2019,112-2201648-4181853,3MM-1624W,,CANBY,OR,1,14.45,14.01,0.44
07-08-2019,111-2458634-0034607,3MM-1624W(20B),,MIAMI,FL,2,11,8.08,2.92
07-08-2019,113-5266936-5001806,MDL-MSC094604,,GLENCOE,MN,1,11,9.27,1.73
07-08-2019,113-8185103-1357053,3MM-1624W(20B),,CASTRO VALLEY,CA,1,5.5,4.54,0.96
07-08-2019,114-4670598-6539428,3MM-1624W(20B),,PASADENA,TX,3,16.5,11.62,4.88
07-08-2019,114-9499002-1945861,3MM-1624W(20B),,Oceanside,CA,1,5.5,5.53,-0.03
07-08-2019,114-9568392-4819449,3MM-2560,,TULSA,OK,1,7.55,7.21,0.34
07-08-2019,111-7773988-1201016,3MM-1624W(20B),,SPRING,TX,1,5.5,4.54,0.96
07-08-2019,113-8198986-2918615,3MM-2560,,Metairie,LA,1,7.55,6.22,1.33
07-08-2019,114-0410473-0849036,CON-183910,,FORT WORTH,TX,1,11.86,10.58,1.28
07-08-2019,114-0410473-0849036,CON-183910,,FORT WORTH,TX,1,11.86,6.02,5.84
07-08-2019,113-3019235-4190626,3MM-1624W(20B),,COLORADO SPRINGS,CO,1,5.5,4.54,0.96
07-08-2019,113-1132995-7701859,3MM-R1547(10),,PLANTATION,FL,1,5.5,5.08,0.42
07-08-2019,114-6071243-9704269,3MM-R1547(10),,MIAMI BEACH,FL,1,5.5,5.08,0.42
07-08-2019,113-7094213-1696247,3MM-R1547(10),,Decatur,GA,1,5.5,5.08,0.42
07-08-2019,114-6376217-4005809,3MM-1624W,,MONTEBELLO,CA,1,14.5,14.02,0.48
07-08-2019,112-2572855-8958611,MDL-MSC092915H(X3),,FILER,ID,2,19.26,13.78,5.48
07-08-2019,114-2939704-8497811,3MM-1624W(20B),,GENEVA,IL,2,11,8.08,2.92
07-08-2019,114-3401247-1341841,3MM-R1547(10),,FOREST HILLS,NY,1,5.5,4.52,0.98
07-08-2019,114-3401247-1341841,3MM-R1547(10),,FOREST HILLS,NY,1,5.5,4.64,0.86
07-08-2019,111-1900952-4309825,3MM-2560,,HANFORD,CA,1,7.55,7.13,0.42
07-08-2019,111-1900952-4309825,3MM-2560,,HANFORD,CA,1,7.55,4.31,3.24
07-08-2019,114-7335906-3295451,S&N-66000040,,CORPUS CHRISTI,TX,1,14.2,12.57,1.63
07-08-2019,114-8963889-5902620,CON-420671,,Gun Barrel City,TX,1,27.86,19.12,8.74
07-08-2019,114-6627290-8712253,3MM-R1547(10),,MIAMI,FL,1,5.5,5.08,0.42
07-08-2019,112-0747791-5121045,HOL-7910E(B),,SAN JOSE,CA,1,13.68,10.07,3.61
07-08-2019,111-0648295-7225836,3MM-R1547(10),,BYRON,GA,1,5.5,5.08,0.42
07-08-2019,114-8768551-5089833,S&N-66000040,,Hutchinson,KS,1,14.3,12.59,1.71
07-08-2019,112-5301445-0150647,3MM-R1547(10),,Hathaway Pines,CA,1,5.5,5.08,0.42
07-08-2019,114-7265672-1393014,3MM-1624W(20B),,NEW YORK,NY,1,5.5,4.54,0.96
07-08-2019,112-3671465-9560239,3MM-R1547(10),,MILTON,FL,1,5.5,5.08,0.42
07-08-2019,112-8413714-7223404,MDL-MSC092915H(X3),,WALKERSVILLE,MD,1,9.63,7.39,2.24
07-08-2019,113-2546791-8789040,3MM-R1547(A),,PLANTATION,FL,1,24,21.73,2.27
07-08-2019,113-9541827-3301846,MDL-MSC092915H(X3),,SAN LEANDRO,CA,1,9.63,7.39,2.24
07-08-2019,111-6137881-9185854,BRO-HDFB-R,,SHERWOOD,AR,1,19.6,15.05,4.55
07-08-2019,114-4977429-8162617,CON-420671,,PHILADELPHIA,PA,1,28,19.14,8.86
07-08-2019,111-1712313-5041830,MDL-MSC092625H,,PEORIA,AZ,1,7.54,6.76,0.78
07-08-2019,111-1712313-5041830,MDL-MSC092625H,,PEORIA,AZ,1,7.54,4.97,2.57
07-08-2019,114-3225024-8093016,3MM-1539(X4),,BRADENTON,FL,1,16.5,16.67,-0.17
07-08-2019,112-6540727-1305021,BRO-HDFB-R,,ALTA LOMA,CA,2,39.2,30.1,9.1
07-08-2019,113-2379690-1042601,3MM-R1547(A),,CORONA,CA,4,96,86.92,9.08
07-08-2019,114-1450554-2960222,3MM-H1626,,HOFFMAN ESTATES,IL,1,5.2,5.02,0.18
07-08-2019,111-5225870-4772255,3MM-1624W(20B),,MOUNT VERNON,AR,3,16.5,11.62,4.88
07-08-2019,113-6841208-4461009,HOL-7910E(B),,EL PASO,TX,2,27.58,19.18,8.4
07-08-2019,112-2699608-4694656,BRO-HDFB-R,,MOORESVILLE,NC,1,19.6,15.05,4.55
07-08-2019,113-2587321-5625060,HOL-7910E(B),,TIGARD,OR,2,27.62,19.18,8.44
07-08-2019,113-4773931-9260205,3MM-1624W(20B),,ORANGE,CA,1,5.5,4.54,0.96
07-08-2019,114-3375047-1640235,3MM-R1547(10),,Forsyth,MT,1,5.5,5.08,0.42
07-08-2019,111-5924951-6513826,3MM-R1547(10),,AVONDALE ESTATES,GA,1,5.5,5.08,0.42
07-08-2019,113-0539141-6601054,WEL-24400U,,TYLER,TX,1,6.44,6.03,0.41
07-08-2019,112-8661469-1307467,3MM-1624W(20B),,NACOGDOCHES,TX,1,5.5,4.54,0.96
07-08-2019,113-2202111-0218663,3MM-R1547(A),,CORONA,CA,1,24,21.73,2.27
07-08-2019,114-7470856-9799454,3MM-1624W(20B),,SNOW HILL,NC,2,11.76,8.18,3.58
07-08-2019,112-5867409-8685012,3MM-1624W(20B),,PAPILLION,NE,1,5.5,4.54,0.96
07-08-2019,113-1337670-8910669,3MM-R1547(10),,SAN ANTONIO,TX,1,5.5,5.08,0.42
07-08-2019,113-3722086-5812269,3MM-1624W(20B),,AUSTIN,TX,1,5.5,4.54,0.96
07-08-2019,114-3506410-5844212,S&N-66000040,,Dillon,MT,1,14.2,12.57,1.63
07-08-2019,113-4009136-1219410,BRO-HDFB-R,,NEWARK,DE,1,19.6,15.05,4.55
07-08-2019,112-8947103-6161056,3MM-R1547(10),,PORTLAND,OR,1,5.5,5.08,0.42
07-08-2019,114-6367128-1590616,3MM-1624W,,Logandale,NV,1,14.45,14.01,0.44
07-08-2019,113-0801192-5735409,3MM-R1547(10),,BELMONT,CA,1,5.5,5.08,0.42
07-08-2019,111-3029340-8938651,3MM-1624W(20B),,LAURINBURG,NC,1,5.88,4.59,1.29
07-08-2019,111-6989765-7888219,3MM-R1547(10),,Menlo Park,CA,1,5.5,5.08,0.42
07-08-2019,113-0342721-6213879,MDL-MSC094604,,KENOSHA,WI,4,43.52,34,9.52
07-08-2019,114-5076059-2888204,3MM-1624W(20B),,Antioch,IL,1,5.5,4.54,0.96
07-08-2019,113-0651900-6854628,3MM-1624W(20B),,CHARLOTTE,NC,1,5.5,4.54,0.96
07-08-2019,113-4603849-2779454,3MM-1624W(20B),,KILLEN,AL,1,5.5,4.54,0.96
07-08-2019,113-8233675-1040216,3MM-1624W(20B),,BIRMINGHAM,AL,1,5.5,4.54,0.96
07-08-2019,111-0612296-0379404,3MM-1624W,,ROBESONIA,PA,1,14.45,14.01,0.44
07-08-2019,111-2788757-1157059,3MM-1624W(20B),,SAINT LOUIS,MO,2,11,8.08,2.92
07-08-2019,114-2830843-4757863,S&N-66000040,,LOMPOC,CA,1,14.2,12.57,1.63
08-08-2019,112-7922522-9485051,3MM-1626W(X2B),,PRINCETON,TX,1,31,29.05,1.95
08-08-2019,111-2763430-3429005,3MM-1624W(20B),,Pittsburgh,PA,1,5.5,4.54,0.96
08-08-2019,113-8218286-4437021,3MM-1624W(20B),,LONGBOAT KEY,FL,3,16.5,11.62,4.88
08-08-2019,114-2288883-9708213,3MM-1624W(20B),,BARNSDALL,OK,1,5.5,5.2,0.3
08-08-2019,114-2288883-9708213,3MM-1624W(20B),,BARNSDALL,OK,1,5.5,2.88,2.62
08-08-2019,112-2358905-4361026,3MM-1624W(20B),,FAIRFIELD BAY,AR,2,11,8.08,2.92
08-08-2019,113-0148245-3836273,3MM-2560,,MIAMI,FL,1,7.55,6.22,1.33
08-08-2019,112-8146002-4087467,3MM-1624W(20B),,SOLON,IA,1,5.5,4.54,0.96
08-08-2019,114-3950286-7929821,3MM-R1547(10),,Portland,OR,1,5.5,5.08,0.42
08-08-2019,114-8840145-0829828,3MM-R1547(10),,NEW CASTLE,DE,2,11,9.16,1.84
08-08-2019,112-2399800-3293017,3MM-1624W(20B),,PHILADELPHIA,PA,1,5.5,4.54,0.96
08-08-2019,114-4381486-1197862,3MM-R1547(10),,MAHWAH,NJ,1,5.5,5.08,0.42
08-08-2019,113-0403356-3539455,MOL-1443,,MEQUON,WI,1,16.64,16.46,0.18
08-08-2019,111-1387078-4229017,3MM-H1626,,CHESAPEAKE,VA,1,5.1,5.01,0.09
08-08-2019,111-7447810-1240265,3MM-1624W(20B),,SOUTH LAKE TAHOE,CA,1,5.88,4.3,1.58
08-08-2019,111-7447810-1240265,3MM-1624W(20B),,SOUTH LAKE TAHOE,CA,1,5.88,3.88,2
08-08-2019,112-9447109-5347456,3MM-R1547(10),,RIO VERDE,AZ,1,5.5,5.08,0.42
08-08-2019,112-6889473-3428221,3MM-2560,,FREMONT,CA,1,7.55,6.22,1.33
08-08-2019,113-0905377-5596236,3MM-1624W(20B),,CANTON,MI,1,5.5,4.54,0.96
08-08-2019,112-7185758-3493041,3MM-R1547(10),,SAN ANTONIO,TX,1,5.5,5.08,0.42
08-08-2019,112-4596871-0153864,MDL-MSC092915H(X3),,READSBORO,VT,2,19.26,13.78,5.48
08-08-2019,113-6310176-0962656,MDL-MSC092915H(X3),,MOORESVILLE,NC,1,9.63,7.39,2.24
08-08-2019,112-2573296-0201813,3MM-2560(X2),,MOORESVILLE,NC,2,26.4,20.12,6.28
08-08-2019,114-2169212-1952243,3MM-2560(X2),,ANTHEM,AZ,1,13.2,16.88,-3.68
08-08-2019,114-2169212-1952243,3MM-2560(X2),,ANTHEM,AZ,3,39.6,23.94,15.66
08-08-2019,114-2169212-1952243,3MM-2560(X2),,ANTHEM,AZ,1,13.2,7.98,5.22
08-08-2019,111-9931624-1631447,3MM-R1547(10),,PORTLAND,OR,1,5.5,5.08,0.42
08-08-2019,114-7238011-5550611,3MM-1624W(20B),,POWAY,CA,1,5.88,4.59,1.29
08-08-2019,111-0158073-1607453,3MM-R1547(10),,FLEMINGTON,NJ,1,5.5,5.08,0.42
08-08-2019,112-9095082-1537817,S&N-66000317,,NORTH PORT,FL,1,8.15,5.41,2.74
08-08-2019,111-5023724-2205869,MOL-1434,,OLMSTED FALLS,OH,1,17.28,15.04,2.24
08-08-2019,114-4836537-2830625,MDL-MSC094604,,MARYSVILLE,WA,1,10.36,9.17,1.19
08-08-2019,111-2111135-5872266,MDL-MSC092915H(X3),,CHANDLER,AZ,1,9.63,7.39,2.24
08-08-2019,112-5806376-7390624,MDL-MSC092915H(X3),,PROVO,UT,1,9.63,7.39,2.24
08-08-2019,111-0169593-9033841,3MM-1624W(20B),,HONOLULU,HI,1,5.88,4.59,1.29
08-08-2019,112-9071522-5092259,3MM-1624W(20B),,MATHISTON,MS,1,5.5,4.54,0.96
08-08-2019,112-0719094-3414607,3MM-R1547(10),,SAVANNAH,GA,1,5.5,5.08,0.42
08-08-2019,114-1608695-3742635,3MM-R1547(10),,JACKSONVILLE BEACH,FL,1,5.5,5.08,0.42
08-08-2019,112-6615003-3445811,MDL-MSC092915H(X3),,HENDERSON,NV,1,9.63,7.39,2.24
08-08-2019,111-1706941-9757803,BRO-HDFB-R,,Lynchburg,VA,1,19.21,14.99,4.22
08-08-2019,113-5415983-7546628,HOL-7910(E),,PHOENIX,AZ,1,14.5,10.2,4.3
08-08-2019,114-9270925-5335464,MDL-MSC092915H(X3),,EASTVALE,CA,1,9.63,7.39,2.24
08-08-2019,111-3832754-2006666,MDL-MSC092915H(X3),,THOUSAND OAKS,CA,1,9.63,7.39,2.24
08-08-2019,112-6856180-0823416,3MM-1624W(20),,N FT MYERS,FL,1,6.98,4.44,2.54
08-08-2019,112-2378254-4095454,MDL-MSC092625H,,Olympia,WA,1,7.39,5.86,1.53
08-08-2019,114-4256055-7546615,3MM-1624W(20B),,NEW WOODSTOCK,NY,1,5.5,4.54,0.96
08-08-2019,113-0030049-0201046,3MM-H1626,,VERNON,CT,1,5.1,5.01,0.09
08-08-2019,111-9968423-3987420,3MM-1624W(20B),,CAMBRIDGE,MA,1,5.5,4.2,1.3
08-08-2019,111-9968423-3987420,3MM-1624W(20B),,CAMBRIDGE,MA,1,5.5,3.88,1.62
08-08-2019,114-6939677-3256222,BRO-HDFB-R,,WALDORF,MD,1,19.21,14.99,4.22
08-08-2019,111-6808077-8600255,3MM-1624W(20B),,PUYALLUP,WA,1,5.5,4.54,0.96
08-08-2019,114-2289111-2081034,3MM-H1626,,LONG BEACH,CA,1,5.1,5.01,0.09
08-08-2019,114-2830843-4757863,S&N-66000040,,LOMPOC,CA,1,14.2,11.57,2.63
08-08-2019,111-7437994-5541810,MDL-MSC092625H,,SPANAWAY,WA,1,7.54,5.87,1.67
08-08-2019,114-5185008-1235451,3MM-1624W(20B),,HICKMAN,KY,1,5.5,4.54,0.96
08-08-2019,112-5474612-9553064,3MM-R1547(10),,CHANDLER,AZ,2,11,9.16,1.84
08-08-2019,113-6218817-9425017,3MM-R1547(10),,IRON,MN,1,5.5,5.08,0.42
08-08-2019,113-3427120-0266618,3MM-R1547(10),,KITTY HAWK,NC,1,5.5,5.08,0.42
08-08-2019,113-0113322-6597862,3MM-1624W,,Louisville,MS,1,14.45,14.01,0.44
08-08-2019,111-2541489-1758668,CON-183910,,MILFORD,DE,1,11.86,8.8,3.06
08-08-2019,112-8126164-0156262,3MM-1624W(B),,PEOSTA,IA,1,14.99,14.53,0.46
08-08-2019,114-7070055-3085051,3MM-1624W(B),,KILLEN,AL,1,14.99,14.53,0.46
08-08-2019,111-1193432-3963460,BRO-HDFB-R,,INDIANAPOLIS,IN,2,38.42,29.98,8.44
08-08-2019,114-8604853-6059438,MDL-MSC092915H(X3),,NOVI,MI,1,9.63,7.39,2.24
08-08-2019,112-2253143-8447466,MDL-MSC092915H(X3),,CAROL STREAM,IL,1,9.63,7.39,2.24
08-08-2019,114-1792780-3409826,MDL-MSC092915H(X3),,Golden,CO,1,9.63,7.39,2.24
08-08-2019,114-7507422-2593062,MDL-MSC092915H(X3),,RIVERVIEW,FL,1,9.63,7.39,2.24
08-08-2019,111-7061923-7157838,MDL-MSC092915H(X3),,CHARLOTTE,NC,1,9.63,7.39,2.24
08-08-2019,114-0423985-1908265,HOL-7910E(B),,MIAMI BEACH,FL,2,27.64,19.18,8.46
08-08-2019,113-2067149-1665845,3MM-R1547(10),,VINEYARD,UT,1,5.5,5.08,0.42
08-08-2019,114-4431817-4049067,3MM-1624W(20B),,KINSTON,NC,2,11,8.08,2.92
08-08-2019,114-1079630-5777826,3MM-R1547(10),,GREENSBORO,NC,1,5.5,5.08,0.42
08-08-2019,114-1810678-6570605,HOL-7805E(B),,SAN ANTONIO,TX,1,21.8,23.32,-1.52
08-08-2019,111-1331186-0445836,3MM-1624W(20B),,SAN ANTONIO,TX,1,5.5,4.54,0.96
08-08-2019,112-8635746-9191443,KEL-GEL15GM,,DURHAM,NC,1,19.64,21.62,-1.98
08-08-2019,114-6211892-1138602,3MM-1624W,,Decatur,IL,1,14.45,15.74,-1.29
08-08-2019,114-6211892-1138602,3MM-1624W,,Decatur,IL,1,14.45,12.28,2.17
08-08-2019,112-6630656-4965059,S&N-66000040,,SAN DIEGO,CA,1,14.2,12.57,1.63
08-08-2019,111-8443309-7615468,BRO-HDFB-R,,LAKEWOOD,WA,1,19.21,14.99,4.22
08-08-2019,112-3592213-5899400,3MM-1624W(20B),,ANCHORAGE,AK,1,5.5,4.54,0.96
08-08-2019,113-9180799-0717003,MOL-1443,,Conway,SC,1,15.35,16.3,-0.95
08-08-2019,112-2406375-9969856,3MM-H1626,,WEST LAFAYETTE,IN,4,20.4,17.04,3.36
08-08-2019,111-3665730-4692219,3MM-1624W(20B),,BRONX,NY,1,5.5,5.53,-0.03
08-08-2019,113-7147656-3315408,WEL-24400U,,HOCKLEY,TX,1,6.44,6.03,0.41
08-08-2019,111-8563860-9087436,MDL-MSC094604,,SANDY,UT,2,19.52,15.8,3.72
08-08-2019,111-6110911-9895460,3MM-1624W(20B),,NEW YORK,NY,1,5.5,4.54,0.96
09-08-2019,113-3130305-7675428,3MM-1624W(20B),,QUINCY,IL,1,5.5,4.54,0.96
09-08-2019,113-8299517-5561049,3MM-R1547(10),,ATLANTA,GA,1,5.5,5.08,0.42
09-08-2019,112-8439534-3233804,MDL-MSC094604,,BROOKLYN,NY,1,10.38,9.18,1.2
09-08-2019,111-4032252-5451404,3MM-R1547(10),,LILBURN,GA,1,5.5,5.08,0.42
09-08-2019,113-0509846-3200258,3MM-R1547(10),,NORCROSS,GA,1,5.5,5.08,0.42
09-08-2019,111-8405517-4394660,HOL-7910E(B),,NASHVILLE,TN,2,26.96,19.08,7.88
09-08-2019,113-7724772-3293027,WEL-24400U,,JACKSON,TN,1,6.44,6.03,0.41
09-08-2019,113-8484446-0837854,S&N-66000318,,MIAMI BEACH,FL,1,11.93,7.29,4.64
09-08-2019,113-0639521-7032266,S&N-66000317,,GLEN ROCK,NJ,1,8.13,5.41,2.72
09-08-2019,112-0692214-1862645,3MM-1624W(20B),,HOUSTON,TX,1,5.5,4.54,0.96
09-08-2019,114-6104392-0977009,3MM-R1547(10),,Butte Valley,CA,1,5.5,5.08,0.42
09-08-2019,111-7811122-6282612,MDL-MSC092915H(X3),,RIDGEFIELD,WA,1,9.63,7.39,2.24
09-08-2019,114-0407720-9624200,3MM-H1626,,MUKWONAGO,WI,5,25.5,21.05,4.45
09-08-2019,111-1694291-8525843,3MM-1624W(20B),,ESCONDIDO,CA,1,5.88,4.59,1.29
09-08-2019,112-6693882-8544242,3MM-R1547(10),,SAN ANTONIO,TX,5,27.5,21.4,6.1
09-08-2019,113-7572639-5377021,3MM-1626W(10),,CHARLOTTE,NC,1,7.56,4.53,3.03
09-08-2019,112-4165460-0567454,S&N-66000317,,Wenatchee,WA,1,8.15,5.41,2.74
09-08-2019,111-4257995-4221811,CON-420671,,MARSHFIELD,WI,1,28,19.14,8.86
09-08-2019,112-6582395-9849846,MDL-MSC092915H(X3),,SAN LEANDRO,CA,1,9.63,7.39,2.24
09-08-2019,114-2111408-4460261,3MM-R1547(10),,PAHRUMP,NV,1,5.5,5.08,0.42
09-08-2019,111-4030210-2680251,MDL-MSC094308,,SAN JOSE,CA,1,11.9,8.58,3.32
09-08-2019,111-6395602-7108210,TOR-MS408W,,Hazard,KY,1,11.38,9.85,1.53
09-08-2019,111-1210677-3691444,MDL-MSC092915H(X3),,GRAND PRAIRIE,TX,1,9.63,7.39,2.24
09-08-2019,111-4405406-2246604,MDL-MSC092915H(X3),,SUSANVILLE,CA,1,9.63,7.39,2.24
09-08-2019,111-8327452-9073853,MDL-MSC092915H(X3),,Valley Springs,CA,1,9.63,7.39,2.24
09-08-2019,111-8129530-4583418,MDL-MSC092915H(X3),,WHITTIER,CA,1,9.63,7.39,2.24
09-08-2019,111-0883977-6455417,MDL-MSC092625H,,FLORENCE,AL,1,7.39,5.86,1.53
09-08-2019,112-2282416-9552232,3MM-1624W(20B),,TAMPA,FL,1,5.88,4.59,1.29
09-08-2019,111-0433368-1864263,3MM-R1547(10),,MARYSVILLE,WA,1,5.5,5.08,0.42
09-08-2019,111-5601961-9765049,3MM-R1547(10),,WOODINVILLE,WA,1,5.5,5.08,0.42
09-08-2019,112-0396232-0145037,BRO-HDFB-R,,LITHIA SPRINGS,GA,1,19.21,14.99,4.22
09-08-2019,114-8180961-2469821,3MM-H1547,,HUDSON,NY,1,4.17,3.91,0.26
09-08-2019,113-9752829-8504208,3MM-H1547,,ELKTON,MD,1,4.17,3.91,0.26
09-08-2019,113-8223591-9756232,3MM-H1547,,LEHIGHTON,PA,1,4.17,3.91,0.26
09-08-2019,112-6730648-4866649,MDL-MSC092625H,,Murrieta,CA,1,7.39,5.86,1.53
09-08-2019,112-3987005-5786640,3MM-R1547(10),,Aiea,HI,1,5.5,5.08,0.42
09-08-2019,113-1150205-6763463,MOL-1443,,MOSCOW,ID,1,15,16.26,-1.26
09-08-2019,113-3665506-9940246,BRO-HDFB-R,,HOUSTON,TX,1,19.21,14.99,4.22
09-08-2019,111-2201747-1211416,3MM-R1547(10),,ALISO VIEJO,CA,1,5.5,5.08,0.42
09-08-2019,113-0447694-6470604,MDL-MSC094514(X12),,HOPKINS,MN,1,57,52.02,4.98
09-08-2019,114-1769936-7831465,3MM-1624W,,UNION GROVE,WI,1,14.45,14.01,0.44
09-08-2019,111-7288852-1654612,WEL-24400U,,NORTHVILLE,MI,1,6.44,6.03,0.41
09-08-2019,112-6342295-4405803,3MM-1624W,,PORTLAND,OR,2,28.9,28.02,0.88
09-08-2019,111-0866889-8869013,3MM-1624W(20B),,JAMAICA,NY,1,5.5,4.54,0.96
09-08-2019,114-5450822-5689854,3MM-1624W(20B),,Atalissa,IA,1,5.88,4.3,1.58
09-08-2019,114-5450822-5689854,3MM-1624W(20B),,Atalissa,IA,1,5.88,3.88,2
09-08-2019,111-6292083-7203443,WEL-24400U,,OAKLAND,CA,1,6.44,6.03,0.41
09-08-2019,114-0855857-9647413,MDL-MSC094604,,HAPPY VALLEY,OR,4,39.96,31.67,8.29
09-08-2019,114-1837302-0925815,3MM-R1547(10),,ECKERTY,IN,1,5.5,5.08,0.42
09-08-2019,112-6202944-6086663,3MM-R1547(10),,BLYTHEWOOD,SC,1,5.5,5.08,0.42
09-08-2019,111-4859216-6735438,MDL-MSC092625H,,HUTCHINSON,KS,1,7.39,5.86,1.53
09-08-2019,112-1378265-7732214,3MM-R1547(10),,SAMMAMISH,WA,1,5.5,5.08,0.42
09-08-2019,114-4804963-9467412,3MM-1624W(20B),,DALLAS,TX,1,5.5,5.53,-0.03
09-08-2019,112-2293075-3894619,3MM-R1547(A),,PRUNEDALE,CA,1,24,21.73,2.27
09-08-2019,111-0647085-1254621,S&N-66000040,,GOLDEN VALLEY,MN,1,14.2,12.57,1.63
09-08-2019,112-5705895-8261028,3MM-R1547(10),,ORIENTAL,NC,1,5.5,5.08,0.42
09-08-2019,112-9056070-3906629,MOL-1443,,GREENSBORO,NC,1,15,16.26,-1.26
09-08-2019,111-7703263-5945853,3MM-R1547(10),,CHARLOTTE,NC,1,5.5,5.08,0.42
09-08-2019,112-4562716-8729865,3MM-1626W(X2B),,LEWISVILLE,TX,1,30.98,29.05,1.93
09-08-2019,113-1458895-4179462,3MM-R1547(10),,SOUTH DAYTON,NY,1,5.5,5.08,0.42
09-08-2019,113-0642328-4878606,MOL-1443,,COVINGTON,LA,1,15.35,16.3,-0.95
09-08-2019,113-6649299-5098666,S&N-66000317,,SISTER BAY,WI,1,8.13,7.66,0.47
09-08-2019,113-6649299-5098666,S&N-66000317,,SISTER BAY,WI,1,8.13,3.76,4.37
09-08-2019,113-6649299-5098666,S&N-66000317,,SISTER BAY,WI,1,8.13,4.76,3.37
09-08-2019,113-6649299-5098666,S&N-66000317,,SISTER BAY,WI,1,8.13,3.76,4.37
09-08-2019,113-6649299-5098666,S&N-66000317,,SISTER BAY,WI,2,16.26,7.52,8.74
09-08-2019,114-6176427-8698624,3MM-R1547(A),,CANCUN,QUINTANA ROO,1,24,26.88,-2.88
09-08-2019,112-2875291-7158614,WEL-24400U,,TOMBALL,TX,1,6.44,7.34,-0.9
09-08-2019,112-2875291-7158614,WEL-24400U,,TOMBALL,TX,3,19.32,13.78,5.54
09-08-2019,113-8823273-7774617,MOL-1443,,AUSTIN,TX,1,15,16.26,-1.26
09-08-2019,114-2129227-3113039,3MM-1626W(10),,NILES,MI,1,7.56,4.53,3.03
09-08-2019,112-4994627-7239411,BRO-HDFB-R,,TUPELO,MS,1,19.21,14.99,4.22
09-08-2019,113-6206440-2722663,MDL-MSC094308,,KANSAS CITY,MO,1,12,17.67,-5.67
09-08-2019,113-6206440-2722663,MDL-MSC094308,,KANSAS CITY,MO,2,24,12.3,11.7
09-08-2019,113-6206440-2722663,MDL-MSC094308,,KANSAS CITY,MO,1,12,6.15,5.85
09-08-2019,113-6206440-2722663,MDL-MSC094308,,KANSAS CITY,MO,2,24,13.3,10.7
09-08-2019,113-6206440-2722663,MDL-MSC094308,,KANSAS CITY,MO,2,24,12.3,11.7
09-08-2019,111-9950091-6302648,MDL-MSC092625H,,ANTIOCH,TN,1,7.39,5.86,1.53
10-08-2019,113-1239730-7235400,3MM-1624W(20B),,BURLINGTON,WI,1,5.5,4.54,0.96
10-08-2019,112-1719292-7565040,HOL-79530(E),,ARLINGTON,TX,1,35,18.38,16.62
10-08-2019,113-1305142-4974665,3MM-1626W(10),,OGDEN,UT,1,7.56,4.53,3.03
10-08-2019,111-8118253-5388227,3MM-1624W(20B),,Auburn,AL,1,5.88,6.01,-0.13
10-08-2019,111-8118253-5388227,3MM-1624W(20B),,Auburn,AL,1,5.88,2.88,3
10-08-2019,111-8118253-5388227,3MM-1624W(20B),,Auburn,AL,1,5.88,2.88,3
10-08-2019,111-1748466-0801851,3MM-1624W(20B),,Danville,IL,1,5.99,4.6,1.39
10-08-2019,112-0599570-5251468,3MM-1624W(20B),,GREENFIELD,CA,3,16.5,11.62,4.88
10-08-2019,114-3507612-9166658,3MM-R1547(10),,Homestead,FL,1,5.5,5.08,0.42
10-08-2019,113-0437113-7597015,BRO-HDFB-R,,GREENVILLE,SC,1,19.21,14.99,4.22
